,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.99,2.76,2.52,3.5,2.77,3.06,10.83,9.19,22.34,11.83,13.07,15.2,21.83,14.96,11.77,21.95
f_1,4.37,6.01,2.6,2.76,2.65,2.13,8.92,9.29,13.21,12.24,13.29,10.64,19.25,13.72,11.5,19.88
d_1,2.66,3.21,6.68,2.19,2.42,2.9,11.71,11.97,9.21,22.83,16.34,14.15,20.53,17.17,15.05,22.55
c_1,2.48,2.5,2.7,7.0,5.19,3.18,9.12,9.81,12.42,8.57,9.19,12.39,19.25,13.57,14.25,18.38
b_1,2.6,2.63,2.88,2.79,7.51,5.29,10.84,9.79,11.8,12.97,9.44,12.7,20.08,12.09,15.29,20.96
a_1,2.59,3.05,3.15,2.96,2.87,10.77,11.82,11.46,11.06,14.35,14.61,16.82,19.91,9.37,15.11,19.66
h_1,2.92,3.88,3.05,3.09,2.72,2.78,18.96,13.28,11.97,12.48,13.5,14.44,18.57,14.54,17.42,31.06
g_1,2.43,2.71,4.6,2.79,2.65,3.45,11.01,21.84,10.62,15.59,15.8,21.24,19.72,14.68,17.6,17.04
d_0,2.57,2.99,2.31,5.3,3.47,2.99,10.63,9.46,19.58,9.4,12.64,14.33,21.27,15.06,18.27,20.45
c_0,3.25,3.25,2.87,2.97,2.27,3.09,12.77,11.39,14.86,21.11,26.69,16.93,21.5,20.66,17.34,23.58
b_0,3.18,3.54,3.01,3.24,2.46,2.32,11.89,11.18,13.99,14.32,23.97,16.36,24.01,30.92,17.56,22.27
f_0,2.54,2.47,3.43,3.39,3.31,3.4,11.97,12.83,13.32,13.26,16.36,24.99,21.77,14.64,33.1,24.84
h_0,2.83,3.89,3.08,2.97,2.78,3.48,8.84,13.6,12.21,12.9,13.96,13.94,17.85,15.72,16.85,26.42
a_0,2.88,3.33,3.45,3.44,2.93,2.22,12.67,11.65,13.59,14.86,13.53,12.74,21.01,30.59,16.53,19.77
e_0,2.42,3.08,3.62,3.15,3.57,2.71,13.11,14.98,12.35,13.99,15.13,14.39,22.63,16.14,31.79,28.2
g_0,2.83,2.96,4.33,2.63,3.06,3.25,11.05,9.26,10.11,14.69,13.98,20.42,20.65,15.24,19.02,17.82
