,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.32,0.88,0.94,0.82,0.57,0.39,0.43,0.41,0.37,0.37,0.3,0.27,0.31,0.23,0.3
e_1,0.78,1.0,0.95,1.16,0.88,0.74,0.51,0.48,0.59,0.39,0.45,0.46,0.38,0.34,0.31,0.3
d_1,1.12,1.03,1.0,0.83,0.93,0.68,0.51,0.4,0.46,0.56,0.42,0.41,0.35,0.38,0.32,0.26
c_1,1.06,0.84,1.21,1.0,1.34,0.7,0.55,0.47,0.33,0.41,0.35,0.41,0.33,0.36,0.3,0.29
b_1,1.22,1.15,1.07,0.74,1.0,1.36,0.58,0.47,0.46,0.51,0.45,0.42,0.39,0.33,0.39,0.31
a_1,1.73,1.36,1.45,1.43,0.76,1.0,0.7,0.62,0.64,0.63,0.69,0.53,0.6,0.46,0.46,0.34
h_1,2.53,2.09,1.91,1.84,1.75,1.36,1.0,0.93,0.88,0.84,0.8,0.71,0.71,0.61,0.55,0.7
g_1,2.34,2.08,2.52,2.11,2.12,1.64,1.07,1.0,0.82,1.02,1.0,1.05,0.73,0.78,0.68,0.65
d_0,2.44,1.74,2.18,3.03,2.12,1.57,1.15,1.26,1.0,0.76,0.97,0.88,0.87,0.79,0.73,0.74
c_0,2.72,2.49,1.79,2.39,1.84,1.56,1.16,0.98,1.3,1.0,1.23,0.85,0.83,0.87,0.71,0.68
b_0,2.81,2.14,2.29,2.95,2.23,1.44,1.25,0.98,0.94,0.81,1.0,0.83,0.9,1.11,0.79,0.72
f_0,3.31,2.23,2.5,2.51,2.36,1.8,1.45,0.92,1.14,1.2,1.17,1.0,0.92,0.94,1.09,0.63
h_0,3.55,2.65,2.84,3.01,2.61,1.66,1.35,1.36,1.13,1.21,1.07,1.06,0.99,0.91,0.92,0.96
a_0,3.24,2.8,2.63,2.97,2.96,2.38,1.63,1.26,1.22,1.13,0.9,1.08,1.07,1.0,0.95,0.96
e_0,4.44,3.21,3.11,3.32,2.55,2.1,1.87,1.46,1.32,1.42,1.27,0.91,1.07,1.08,1.0,0.92
g_0,3.29,3.21,3.8,3.54,3.28,2.87,1.44,1.52,1.29,1.49,1.39,1.58,1.01,1.0,1.09,1.0
