,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,38.06,29.37,25.96,34.87,38.82,6.35,6.08,5.79,9.37,5.14,,3.79,6.37,6.96,7.37
e_1,17.63,0.45,40.68,33.63,47.35,38.76,8.96,7.22,6.67,11.81,4.78,7.13,3.24,10.28,,5.0
d_1,26.71,41.61,0.42,43.65,29.5,42.83,8.74,,6.66,5.75,7.12,6.75,4.18,10.54,6.25,2.89
c_1,31.59,33.07,33.9,0.42,42.83,51.06,12.45,3.49,,8.8,6.39,6.45,4.4,7.86,6.54,5.35
b_1,33.18,43.0,33.06,20.03,0.41,25.76,7.98,7.43,10.85,12.12,,6.54,4.86,8.76,7.13,5.22
a_1,51.1,41.15,34.27,52.6,16.68,0.34,21.06,12.71,7.62,13.14,8.9,11.75,7.11,,,7.93
h_1,27.34,16.36,24.45,16.55,17.77,14.57,0.36,2.76,3.27,5.5,4.66,4.11,,2.7,3.07,2.24
d_0,13.97,7.57,,13.91,12.0,20.88,4.28,0.51,2.91,4.08,3.06,4.25,2.31,3.43,2.88,2.27
c_0,15.17,16.35,8.1,,14.98,15.92,4.23,4.6,0.5,5.68,2.83,3.47,1.8,2.61,2.37,1.68
g_1,29.66,26.75,17.38,19.89,19.71,17.12,4.06,3.44,5.78,0.31,4.43,6.73,3.02,3.34,,
b_0,19.49,23.65,19.52,24.07,,19.69,4.36,3.13,1.55,5.79,0.44,2.39,2.28,3.69,4.26,2.42
f_0,,20.41,16.35,16.13,35.81,19.7,7.37,3.88,4.5,2.81,3.32,0.42,2.14,2.02,,1.26
h_0,11.85,12.77,12.47,13.94,11.05,11.4,,2.19,2.73,3.02,4.72,2.08,,2.04,1.93,2.1
a_0,20.7,18.06,29.9,21.31,22.81,,6.26,6.34,4.46,4.94,2.4,4.39,4.08,0.37,,2.27
e_0,28.81,,19.32,19.07,27.91,,5.83,4.55,3.8,,4.96,,3.48,,0.33,
g_0,20.03,16.13,16.35,15.46,16.81,9.71,2.11,3.19,3.23,,4.83,2.4,1.48,3.32,,
