,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.89,0.2,0.22,0.14,0.17,0.11,0.17,0.32,0.14,0.09,0.12,0.16,0.12,0.16,0.05,0.13
f_1,0.36,0.89,0.14,0.16,0.13,0.12,0.14,0.17,0.16,0.1,0.14,0.05,0.1,0.13,0.08,0.13
c_1,0.16,0.19,0.89,0.2,0.29,0.08,0.13,0.14,0.06,0.11,0.1,0.13,0.09,0.14,0.09,0.11
d_1,0.18,0.21,0.13,0.89,0.17,0.09,0.18,0.07,0.29,0.15,0.18,0.13,0.13,0.18,0.12,0.12
b_1,0.19,0.18,0.23,0.19,0.88,0.17,0.16,0.16,0.15,0.1,0.04,0.12,0.07,0.14,0.08,0.12
a_1,0.19,0.18,0.2,0.19,0.16,0.87,0.18,0.19,0.15,0.12,0.15,0.12,0.08,0.15,0.11,0.18
h_1,0.2,0.34,0.19,0.22,0.2,0.11,0.56,0.19,0.2,0.2,0.19,0.16,0.14,0.11,0.12,0.18
d_0,0.25,0.27,0.39,0.11,0.21,0.1,0.17,0.45,0.17,0.15,0.13,0.16,0.14,0.21,0.1,0.13
c_0,0.24,0.27,0.13,0.26,0.16,0.11,0.2,0.2,0.42,0.18,0.37,0.21,0.16,0.2,0.1,0.14
g_1,0.23,0.19,0.22,0.34,0.19,0.11,0.17,0.14,0.19,0.57,0.17,0.26,0.14,0.19,0.13,0.07
b_0,0.21,0.24,0.23,0.24,0.1,0.14,0.21,0.19,0.24,0.17,0.43,0.19,0.3,0.17,0.13,0.17
f_0,0.19,0.15,0.25,0.23,0.21,0.13,0.23,0.25,0.23,0.16,0.22,0.43,0.17,0.26,0.23,0.14
a_0,0.24,0.27,0.24,0.25,0.17,0.08,0.2,0.25,0.25,0.13,0.19,0.15,0.37,0.17,0.12,0.12
h_0,0.23,0.33,0.21,0.23,0.21,0.11,0.08,0.21,0.22,0.23,0.18,0.15,0.12,0.15,0.12,0.22
e_0,0.13,0.27,0.21,0.26,0.21,0.1,0.23,0.22,0.25,0.18,0.2,0.17,0.16,0.24,0.37,0.19
g_0,0.22,0.23,0.22,0.38,0.18,0.12,0.19,0.17,0.22,0.09,0.16,0.28,0.13,0.2,0.12,0.12
