,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,11906.26,4536.3,3440.6,6060.33,6721.6,29003.27,3313018.02,17438234.8,9041927.16,8456422.29,17485809.59,41851263.01,150422044.84,86094940.49,235794098.2,92930451.27
f_1,5345.18,15355.33,3581.4,4481.69,6579.21,25999.44,3338797.73,8973011.43,9710967.58,8726217.84,18495240.56,21740882.95,130782275.73,96874007.27,221778500.09,186409174.3
d_1,3023.58,4605.25,15608.63,4467.06,5697.23,32395.65,3951646.06,4426430.71,17104878.17,6631642.92,22532700.95,47105428.48,127855884.0,105661273.11,240612846.52,219149494.7
c_1,2845.55,3842.52,3145.72,21412.17,13777.29,33275.95,2970439.05,9844915.52,3864094.78,7170736.68,11267656.96,40547276.61,142134767.34,73029501.26,212760712.44,244981997.7
b_1,2854.46,3160.04,4049.84,4928.28,34887.37,66593.6,3416864.49,8495361.75,8756324.4,7064347.49,8902921.31,41244693.83,127763503.58,89941330.39,222452938.92,219191006.44
a_1,2669.29,3469.59,4274.75,5671.38,6928.86,226192.46,4187580.62,8640627.02,9900873.22,7428375.05,19390372.77,50387744.36,155050343.44,73697722.3,214198834.58,249494092.77
h_1,2913.13,6415.03,5764.76,5420.75,8183.38,33735.5,10513869.62,11081720.61,12061988.51,14260899.74,20620703.86,45873200.64,86756460.47,123422516.27,359768925.93,281679543.41
d_0,3347.75,5039.03,2710.56,11215.36,10331.96,35775.14,4346692.83,20383899.27,7938659.83,11372109.11,19898057.05,50707806.96,181554888.33,93812475.63,279971796.32,274023093.39
c_0,3385.84,4993.94,5402.44,4079.74,7807.17,40751.71,4992259.41,11187722.72,21689579.67,11008023.42,45760417.26,56216879.1,162061587.97,170057590.97,301970488.61,289644911.12
g_1,3878.59,4517.07,6410.69,5321.17,7578.12,30167.47,4041025.34,10693360.62,11338975.98,28497856.3,22430054.45,86765948.23,143579072.77,105163296.47,182144673.72,319505043.66
b_0,3928.7,5023.91,4658.33,6126.15,5865.47,27263.69,4472062.26,10880411.75,13123938.74,11694710.47,45790255.73,59639006.95,221893119.03,275711621.05,284096425.73,303454347.54
f_0,3052.15,3524.42,5041.54,6434.24,10138.89,46285.67,5558685.8,10654534.1,10770925.24,9933479.29,26063132.24,124835890.11,188838131.16,141841437.7,324464208.68,588196675.85
h_0,3687.07,6744.63,4976.71,5627.61,8435.06,34620.05,2755375.1,10728283.85,11734537.27,13481041.28,19305469.75,53292163.01,124521351.48,130176982.33,370550313.17,225890292.95
a_0,4046.41,4142.98,4876.39,6381.4,9060.7,22128.08,5456682.98,11005473.96,12030277.18,12037994.92,25303716.97,50540434.49,201103697.8,351021739.77,318293217.72,254238185.44
g_0,3470.31,3805.18,8649.28,5982.76,8687.75,25481.49,4052292.41,9489889.62,11610476.88,5953491.87,23588210.73,85999574.38,152118148.17,108561259.9,194212810.81,262095995.76
e_0,2171.9,4993.64,5606.82,5799.28,8669.63,46577.18,5797553.02,9981998.03,12661205.96,11486857.8,23375900.12,61981286.29,214741366.81,137920944.39,358079869.94,713524602.66
