,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.34,46.09,57.12,108.93,113.57,255.6,6973.84,15691.75,16029.16,27879.56,24079.15,49209.98,96777.04,88307.03,88897.79,176543.96
f_1,72.7,108.67,57.33,90.16,86.79,204.49,6807.83,10733.21,14179.41,16736.71,21380.3,21119.69,77449.36,81093.37,106743.89,159436.55
d_1,40.42,51.26,127.97,61.26,107.01,295.48,6446.84,12246.87,26124.75,11680.08,20971.25,36864.45,101414.75,82475.69,123081.94,121142.7
c_1,35.36,41.74,55.88,165.07,150.01,198.22,5287.21,9730.78,7456.93,12616.28,13145.53,38498.44,72239.3,71892.58,105197.38,139165.64
b_1,31.68,40.8,50.82,53.53,200.38,403.27,6170.88,9709.65,13159.25,12600.66,9566.95,36711.45,86295.4,39203.77,95153.21,127716.49
a_1,28.69,35.16,33.14,47.06,45.46,454.8,4545.14,7646.78,10623.37,11206.67,12698.82,20705.05,59050.9,41420.62,71773.35,105685.56
h_1,12.5,17.31,15.63,21.78,23.3,69.74,3103.91,4611.64,4713.78,4343.55,5531.97,9481.2,14630.16,22292.8,25004.64,52491.58
g_1,7.98,10.05,18.42,20.03,21.68,58.15,1245.95,5084.7,3809.41,3345.07,4224.58,12226.69,20087.18,14577.07,23471.49,22893.32
c_0,10.43,11.16,12.18,14.49,16.87,67.35,1538.25,2431.41,5199.61,4074.79,7420.59,8957.67,20324.8,18267.19,26399.92,33515.64
d_0,9.53,10.43,7.39,28.75,21.61,43.44,1488.47,2689.56,2946.11,5260.86,5251.18,9575.48,18865.61,14487.34,22473.48,35387.7
b_0,8.59,10.57,13.38,17.96,13.04,48.45,1486.95,2783.45,2994.67,3033.64,6121.27,8559.4,18988.35,28103.11,24160.77,30307.43
f_0,6.14,6.93,10.97,14.07,15.96,52.18,1188.66,2120.77,2484.58,2780.63,3682.79,9710.1,16571.43,11951.2,27753.51,19166.19
h_0,6.24,8.24,9.01,10.21,10.17,32.07,682.88,1878.41,2151.71,2200.59,2750.61,4367.62,9208.99,7586.3,15150.05,26236.4
a_0,5.91,6.53,8.03,9.41,15.69,17.83,926.51,2015.0,2075.52,2379.59,2427.42,5899.87,15052.91,17061.48,13820.99,18972.68
e_0,3.65,5.93,6.33,10.53,11.37,28.9,954.37,1470.51,1925.17,2369.75,2335.53,4059.37,10153.68,8783.77,22741.27,19040.13
g_0,4.39,4.64,8.9,10.35,11.27,27.57,602.66,1103.52,1882.66,1697.36,2706.18,7074.36,8273.54,9859.49,10796.06,12226.17
