,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.54,4.23,4.81,4.36,3.18,1.36,0.89,1.3,0.92,0.84,1.1,0.69,0.78,5.0,0.77
f_1,3.41,0.44,4.25,4.87,5.12,4.16,0.79,0.83,1.21,0.75,0.99,2.66,0.45,0.85,0.87,0.8
c_1,3.12,3.88,0.43,6.01,4.34,4.97,1.52,0.48,1.57,3.4,0.87,0.88,0.58,0.83,0.7,0.76
d_1,5.29,4.93,4.25,0.42,4.15,4.56,1.09,5.88,0.86,0.77,0.79,0.74,0.73,0.84,0.84,0.38
b_1,6.97,5.63,2.65,3.95,0.4,5.75,1.47,0.91,1.44,1.02,4.67,0.95,0.75,1.16,0.87,0.57
a_1,7.94,4.83,7.89,6.03,2.7,0.34,1.94,1.32,1.77,1.31,1.29,1.13,1.04,7.22,0.86,0.76
h_1,5.24,5.96,6.22,4.03,6.88,5.54,0.33,0.95,1.73,0.89,1.15,1.05,1.41,0.98,0.88,0.86
d_0,2.85,6.31,5.11,18.03,5.73,6.63,1.81,0.49,1.87,1.29,1.06,1.05,0.71,0.84,1.03,0.98
g_1,5.82,5.65,5.67,4.95,7.22,6.33,1.1,1.38,0.32,1.1,1.1,1.18,0.61,1.37,1.17,2.57
c_0,7.07,6.29,20.44,2.67,6.42,6.22,1.64,1.55,1.42,0.44,1.23,1.33,0.86,0.97,1.25,0.94
b_0,5.51,6.47,7.56,4.95,21.73,4.72,2.01,1.11,1.61,0.55,0.4,1.11,0.83,1.55,1.12,0.74
f_0,5.59,13.83,5.65,5.8,5.82,6.83,1.81,1.29,1.13,1.22,1.1,0.4,0.71,1.21,1.43,0.57
h_0,7.52,7.1,6.49,6.37,6.98,5.86,5.86,1.72,2.04,1.19,1.41,1.36,2.42,1.19,1.31,0.96
a_0,8.07,9.11,7.49,6.33,8.58,,2.07,1.18,2.11,1.57,0.77,1.67,1.06,0.36,1.42,1.09
e_0,18.88,11.38,7.9,6.96,6.71,6.02,3.49,1.17,2.31,1.3,1.12,0.67,1.24,1.27,0.35,0.98
g_0,7.9,10.98,9.97,6.84,9.25,6.63,1.83,2.14,3.98,1.67,1.65,1.24,0.93,1.63,1.25,2.68
