,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.49,1.83,1.7,1.36,1.55,1.69,3.43,3.21,5.3,2.88,4.35,3.86,3.79,4.39,4.13,4.52
f_1,1.55,2.49,2.4,1.73,1.59,1.59,2.73,3.19,2.97,3.69,3.1,2.91,3.52,4.35,2.68,4.01
e_1,1.58,1.47,2.57,2.08,1.71,1.64,3.19,2.96,3.69,5.58,3.84,3.92,4.11,4.24,3.58,4.73
c_1,1.62,1.68,1.5,2.62,2.58,1.69,3.23,2.96,2.94,2.9,3.07,3.65,3.52,4.73,3.81,4.48
b_1,1.74,1.65,1.68,1.5,2.74,2.74,3.04,3.3,3.31,3.55,2.99,3.73,3.21,4.82,3.77,4.45
a_1,1.81,1.81,1.55,1.72,1.42,3.37,3.14,3.79,3.69,3.76,4.11,3.76,3.47,5.4,3.9,4.09
h_1,1.77,2.09,1.61,1.7,1.69,1.61,4.33,3.77,3.41,3.32,3.68,3.65,3.92,4.05,4.17,5.34
g_1,2.16,1.61,1.7,1.85,1.64,1.5,3.09,4.69,3.85,3.28,3.92,4.71,3.53,4.09,4.22,3.89
c_0,1.54,1.96,1.71,1.74,1.59,1.77,3.67,3.39,4.49,4.21,5.88,3.97,4.93,4.62,4.37,4.81
d_0,1.45,1.56,1.45,2.81,1.96,1.57,3.31,3.31,2.93,4.6,3.67,3.9,3.9,4.9,3.86,4.91
b_0,1.56,1.98,1.66,1.98,1.58,1.47,3.58,3.41,3.22,4.06,4.78,4.22,6.38,5.19,4.47,5.22
f_0,1.9,1.73,1.46,1.84,1.7,1.69,3.62,3.24,3.79,3.6,3.92,4.77,4.13,4.67,6.09,4.72
a_0,1.73,1.9,1.67,1.99,1.87,1.41,3.5,3.54,3.41,3.6,3.05,4.02,5.31,5.05,4.25,4.8
h_0,1.76,2.11,1.83,1.58,1.6,1.55,3.05,4.08,3.8,3.72,3.51,3.52,3.83,4.18,3.84,4.98
e_0,1.74,2.02,1.54,1.76,1.66,1.64,3.72,3.66,3.69,3.59,4.21,3.52,4.74,5.06,5.42,4.62
g_0,2.13,1.68,1.62,1.78,1.52,1.71,3.28,2.85,3.93,3.19,3.72,4.9,4.12,4.19,4.49,4.61
