,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,91.99,42.77,54.91,98.27,151.06,396.68,6419.13,30124.4,19240.63,23940.11,39613.26,35365.77,85416.54,121582.42,137880.26,110827.71
f_1,64.88,94.48,58.35,78.42,167.27,305.95,6412.94,14542.59,18380.8,25930.16,26129.8,16314.45,64524.1,86640.78,114542.57,77271.36
d_1,41.4,46.06,127.92,54.64,142.26,311.82,5733.69,9537.74,13490.49,34875.11,29913.36,29129.58,64134.95,87992.19,110402.78,122089.46
c_1,31.32,38.28,60.44,151.21,233.36,255.08,5026.0,10560.75,15278.36,10400.4,22664.66,23230.06,49105.5,71210.04,77894.41,97984.52
b_1,27.28,27.35,46.85,41.51,285.24,422.85,4183.86,8531.67,11863.1,12436.03,11923.61,23457.42,40534.32,71736.16,76947.63,95787.18
a_1,20.74,24.87,34.94,44.1,61.61,532.57,3463.78,8189.89,8832.92,13596.58,17863.91,17707.79,21720.38,55614.19,93942.97,62563.96
h_1,11.27,14.52,17.89,19.89,46.34,88.15,2727.77,3857.67,5297.77,6124.93,7657.59,8283.97,17434.62,19697.78,36662.69,33871.18
d_0,6.38,9.76,9.27,26.85,40.22,70.48,1260.12,4613.6,3900.71,3803.22,6314.45,6234.08,14154.62,19228.67,23537.47,24573.83
g_1,7.26,6.15,18.37,15.07,28.62,64.4,1159.49,2443.61,6277.08,4871.89,6387.91,8654.0,13326.46,14301.31,20796.42,25828.55
c_0,9.01,7.96,10.21,12.22,27.64,61.64,1127.11,3554.81,2724.96,6319.29,9080.73,5968.43,12409.06,19173.15,28833.76,20415.97
b_0,6.33,9.07,10.83,15.46,18.6,44.5,1074.51,2742.81,2756.47,3312.89,7993.23,5332.63,20144.56,15396.29,22249.79,21820.42
f_0,6.05,5.86,12.16,14.85,27.25,54.92,1083.96,2844.18,2700.96,3697.78,5223.44,8326.31,13710.61,16684.49,20769.31,36166.28
a_0,4.75,5.86,9.35,12.93,23.41,25.91,870.37,2399.73,2016.73,2865.79,3326.37,3831.42,15333.31,13525.05,15854.63,16395.47
h_0,4.86,7.08,8.0,9.77,16.12,44.53,605.91,2035.75,2778.83,2460.86,3682.03,3634.76,7970.71,8641.21,18488.41,13433.16
g_0,4.28,4.82,9.66,9.84,17.51,29.14,732.22,1718.4,1240.83,2234.81,3803.39,4798.59,8632.95,10709.32,11275.5,11865.37
e_0,2.61,6.64,7.33,9.21,18.56,35.68,694.6,1661.03,1944.22,2533.32,3085.38,2811.59,7769.06,11462.21,13832.59,22174.34
