,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.41,1.19,1.73,1.84,3.1,15.54,29.95,26.05,27.72,35.09,34.65,65.26,102.93,88.89,109.3
e_1,0.71,1.0,1.04,1.34,1.6,2.95,21.14,31.47,37.41,28.88,40.4,48.49,67.97,88.71,113.17,92.34
d_1,0.84,0.96,1.0,1.14,1.69,2.71,17.1,21.35,30.58,35.14,32.83,47.02,64.82,75.21,87.43,67.3
c_1,0.58,0.75,0.88,1.0,1.86,2.25,10.45,17.43,13.45,16.18,24.76,33.49,43.62,62.13,56.17,76.67
b_1,0.54,0.63,0.59,0.54,1.0,2.46,9.45,16.16,18.32,18.44,19.86,29.71,43.42,42.48,57.67,48.32
a_1,0.32,0.34,0.37,0.44,0.41,1.0,6.16,12.9,8.57,10.92,14.58,10.58,23.01,32.29,30.09,26.39
h_1,0.07,0.05,0.06,0.1,0.1,0.16,1.0,1.99,1.82,1.63,2.24,2.81,4.0,4.71,6.13,7.19
g_1,0.03,0.03,0.05,0.06,0.06,0.07,0.5,1.0,1.09,1.09,1.28,1.96,2.0,2.95,3.03,3.73
d_0,0.04,0.02,0.03,0.08,0.05,0.11,0.55,0.88,1.0,0.7,1.14,1.41,2.53,3.0,3.29,3.14
c_0,0.04,0.04,0.03,0.07,0.05,0.1,0.63,0.92,1.46,1.0,1.83,1.61,2.82,2.72,3.8,3.58
b_0,0.03,0.02,0.03,0.04,0.05,0.07,0.46,0.75,0.9,0.56,1.0,1.53,2.02,3.26,2.35,2.76
f_0,0.03,0.02,0.02,0.03,0.03,0.1,0.34,0.52,0.74,0.59,0.66,1.0,1.44,2.12,2.79,1.86
h_0,0.02,0.01,0.01,0.02,0.02,0.04,0.26,0.49,0.4,0.36,0.5,0.68,1.0,1.47,1.07,1.77
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.22,0.34,0.37,0.37,0.32,0.52,0.69,1.0,1.01,0.94
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.17,0.32,0.28,0.26,0.43,0.38,0.98,0.99,1.0,1.24
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.14,0.27,0.31,0.28,0.36,0.51,0.57,1.02,0.85,1.0
