,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.5,28.52,46.76,70.39,80.88,186.27,6004.52,8721.25,11354.5,19423.43,16032.3,19573.65,45333.37,43609.41,30285.05,109991.64
f_1,51.05,108.46,40.3,56.1,79.27,183.46,5528.6,7615.76,10372.76,12579.02,15240.33,6560.0,39394.06,38832.09,50270.64,88271.34
d_1,22.42,35.74,138.04,43.0,54.97,216.74,5790.31,6702.22,16911.53,6016.29,15200.51,17307.5,44049.31,45572.85,58592.83,104298.59
c_1,21.21,28.4,38.5,162.99,98.01,166.12,5218.19,7996.83,3881.1,9855.01,13726.62,15147.57,37184.72,31032.7,66466.3,82061.49
b_1,26.03,27.03,35.46,36.8,196.46,257.62,4467.79,5623.68,12087.91,12063.2,6785.91,14808.68,35186.69,29760.74,57741.48,67643.93
a_1,19.08,18.6,26.52,31.64,26.87,467.95,4218.06,4032.88,6858.97,7650.45,12073.18,11044.14,29300.57,15615.86,41858.33,52340.05
h_1,10.29,12.33,11.51,17.86,18.21,49.82,3515.44,2887.29,3523.78,3145.95,4381.26,6289.44,8507.16,13795.62,15368.25,40698.05
g_1,8.47,7.44,18.88,12.49,15.94,51.23,1357.78,4494.95,2850.84,3035.09,4526.7,9204.9,10149.26,8156.79,17190.53,15993.05
c_0,8.41,10.69,11.2,10.28,13.54,45.36,1577.39,1843.65,4790.41,3195.07,6186.01,5650.72,11817.67,11783.06,18316.98,25927.54
d_0,6.54,10.31,6.5,22.23,13.77,44.24,1476.28,1871.23,2153.85,4987.05,3704.73,4718.32,12224.93,9137.22,16034.4,23801.05
b_0,7.79,7.86,11.92,11.87,9.78,31.13,1382.87,1722.39,2294.68,3351.11,6493.98,4487.55,8955.02,16954.57,11191.56,23831.8
f_0,6.64,6.18,10.96,13.72,13.74,38.62,1173.31,1203.09,2583.59,2884.19,3605.58,7359.24,10224.1,10470.14,25989.68,22122.83
h_0,5.16,8.36,8.58,9.52,8.85,26.78,574.12,1563.61,1567.13,2039.04,3208.35,3024.0,5219.93,9573.58,13067.64,20791.81
a_0,5.71,5.53,7.75,10.36,11.2,,938.64,1425.52,2019.47,2360.97,2092.21,2938.94,6722.33,14316.55,10509.78,20015.96
e_0,2.56,6.99,7.73,8.82,9.28,23.58,984.53,991.05,1718.72,2040.22,2385.66,1955.53,7374.96,5217.58,19349.55,14029.32
g_0,3.69,4.16,8.03,7.46,9.4,21.05,578.88,791.17,1503.64,1361.7,2529.3,3065.83,5565.66,5564.62,10207.88,8805.71
