,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.32,0.96,0.64,1.09,0.73,0.62,1.51,1.4,3.08,1.47,1.72,1.71,2.26,1.45,1.06,1.96
f_1,1.53,2.38,0.71,0.73,0.65,0.55,1.36,1.26,2.05,1.75,1.61,1.02,2.07,1.48,0.83,1.88
d_1,0.79,0.96,2.44,0.67,0.77,0.63,1.46,1.5,1.08,3.03,1.95,1.45,2.36,1.43,1.58,1.9
c_1,0.67,0.8,0.92,2.43,1.49,0.62,1.49,1.29,1.6,0.96,1.03,1.57,1.77,1.44,1.22,1.81
b_1,0.82,0.82,0.91,0.81,2.58,1.34,1.28,1.23,1.53,1.51,1.06,1.72,1.91,1.03,1.25,1.79
a_1,0.86,0.84,0.91,0.93,0.76,3.07,1.72,1.42,1.72,1.4,1.56,1.82,2.33,0.91,1.54,1.87
h_1,0.85,1.24,1.0,0.9,0.87,0.73,3.36,2.07,1.77,1.83,1.87,1.7,1.67,1.46,1.48,2.36
g_1,0.79,0.86,1.36,0.91,0.75,0.69,1.31,3.52,1.52,1.81,1.65,2.97,2.24,1.55,2.22,1.95
d_0,0.92,0.89,0.61,1.76,0.78,0.64,1.67,1.51,2.9,1.19,2.04,1.95,2.27,1.62,1.49,2.17
c_0,1.11,1.0,0.98,0.77,0.63,0.64,1.75,1.6,1.99,3.07,3.34,1.9,2.66,1.94,1.88,2.46
b_0,0.96,1.08,1.07,1.01,0.5,0.46,1.73,1.83,1.84,1.95,3.24,2.16,2.66,3.24,1.71,2.7
f_0,0.9,0.77,1.06,1.03,0.86,0.65,1.71,1.65,1.89,1.77,1.8,3.25,2.84,1.8,3.41,2.55
h_0,0.99,1.35,0.86,0.89,0.77,0.67,1.28,2.01,1.62,1.78,1.88,1.88,1.84,1.88,1.55,2.85
a_0,1.05,1.0,0.96,1.03,0.86,0.47,1.79,1.63,1.96,1.73,1.84,1.9,2.42,3.41,1.67,2.23
e_0,0.68,1.05,1.02,1.09,0.78,0.79,2.02,1.65,1.87,2.0,2.36,1.81,2.38,1.89,3.54,2.16
g_0,0.88,0.8,1.33,0.93,0.75,0.82,1.73,1.26,1.71,1.81,2.04,2.65,2.62,1.63,1.85,1.2
