,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.5,1.2,1.85,3.34,24.78,39.87,34.35,32.53,41.4,61.49,80.09,88.21,89.79,115.56
f_1,1.17,1.0,1.1,1.1,1.4,2.52,16.63,29.13,33.25,32.58,36.65,41.5,55.38,71.62,63.81,95.95
c_1,0.65,0.91,1.0,1.15,1.93,2.6,17.09,17.77,26.95,22.84,23.62,39.68,62.5,63.35,68.27,89.99
d_1,0.84,0.89,0.87,1.0,1.35,2.71,18.35,27.25,22.41,37.15,32.57,42.95,56.69,69.66,73.59,68.52
b_1,0.55,0.71,0.52,0.74,1.0,3.16,14.11,16.07,20.95,25.88,22.47,29.75,54.8,42.76,57.73,66.28
a_1,0.3,0.4,0.39,0.37,0.33,1.0,7.59,9.01,9.99,10.12,14.73,15.3,25.28,27.87,30.24,31.65
h_1,0.04,0.06,0.06,0.06,0.07,0.13,1.0,1.14,1.53,1.33,1.63,1.96,3.41,3.52,3.84,5.6
d_0,0.02,0.03,0.05,0.04,0.06,0.12,0.85,1.0,1.21,0.98,1.22,1.73,2.72,2.34,3.33,3.83
g_1,0.03,0.03,0.04,0.05,0.05,0.09,0.64,0.81,1.0,1.03,1.17,1.72,1.87,2.36,2.77,3.21
c_0,0.03,0.03,0.04,0.03,0.04,0.09,0.74,1.05,0.95,1.0,1.38,1.36,2.08,2.45,2.45,2.98
b_0,0.02,0.03,0.04,0.03,0.05,0.07,0.6,0.83,0.86,0.7,1.0,1.25,1.94,3.17,2.53,2.85
f_0,0.02,0.02,0.03,0.02,0.03,0.07,0.53,0.58,0.56,0.75,0.77,1.0,1.46,1.72,2.45,1.66
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.29,0.37,0.54,0.48,0.5,0.69,1.0,1.07,1.11,1.45
a_0,0.01,0.01,0.02,0.01,0.02,0.04,0.28,0.41,0.41,0.4,0.32,0.59,0.86,1.0,1.13,1.28
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.26,0.31,0.36,0.39,0.39,0.41,0.92,0.81,1.0,1.14
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.18,0.26,0.31,0.34,0.35,0.58,0.68,0.77,0.89,1.0
