,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.46,0.46,0.45,0.46,0.36,0.09,0.15,0.09,0.09,0.09,0.11,0.05,0.09,0.07,0.09
e_1,0.26,0.17,0.49,0.55,0.47,0.47,0.15,0.16,0.1,0.1,0.11,0.14,0.07,0.09,0.13,0.07
d_1,0.51,0.5,0.15,0.45,0.49,0.39,0.12,0.08,0.09,0.17,0.09,0.09,0.06,0.09,0.09,0.04
c_1,0.41,0.35,0.63,0.15,0.47,0.37,0.16,0.13,0.15,0.05,0.09,0.11,0.06,0.08,0.08,0.07
b_1,0.54,0.49,0.49,0.24,0.13,0.52,0.15,0.12,0.12,0.1,0.14,0.1,0.07,0.09,0.12,0.07
a_1,0.57,0.47,0.5,0.47,0.21,0.09,0.13,0.14,0.11,0.1,0.14,0.09,0.09,0.16,0.09,0.06
h_1,0.4,0.44,0.35,0.43,0.39,0.33,0.06,0.11,0.08,0.1,0.08,0.08,0.08,0.07,0.06,0.06
g_1,0.45,0.4,0.35,0.39,0.41,0.39,0.1,0.05,0.09,0.09,0.09,0.08,0.04,0.08,0.07,0.06
c_0,0.49,0.47,0.24,0.63,0.41,0.37,0.11,0.11,0.05,0.14,0.07,0.08,0.06,0.08,0.07,0.05
d_0,0.39,0.24,0.62,0.42,0.43,0.37,0.13,0.18,0.09,0.06,0.1,0.09,0.06,0.08,0.08,0.07
b_0,0.43,0.37,0.35,0.61,0.52,0.35,0.11,0.1,0.05,0.08,0.05,0.07,0.06,0.07,0.07,0.05
f_0,0.64,0.39,0.38,0.42,0.42,0.32,0.13,0.06,0.09,0.09,0.08,0.04,0.05,0.08,0.06,0.03
h_0,0.42,0.34,0.38,0.43,0.42,0.32,0.14,0.09,0.09,0.07,0.07,0.07,0.08,0.06,0.07,0.06
a_0,0.42,0.37,0.38,0.42,0.47,0.65,0.12,0.11,0.07,0.08,0.04,0.07,0.05,0.04,0.07,0.06
e_0,0.51,0.46,0.37,0.4,0.39,0.31,0.12,0.11,0.08,0.08,0.07,0.04,0.05,0.07,0.03,0.05
g_0,0.44,0.39,0.33,0.47,0.46,0.46,0.08,0.12,0.07,0.08,0.08,0.07,0.04,0.06,0.07,0.06
