,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.41,0.2,0.17,0.14,0.1,0.21,0.14,0.19,0.18,0.18,0.08,0.19,0.13,0.09,0.15
e_1,0.26,0.89,0.16,0.24,0.19,0.11,0.17,0.15,0.39,0.2,0.19,0.18,0.21,0.13,0.07,0.16
d_1,0.26,0.2,0.9,0.15,0.17,0.11,0.26,0.18,0.1,0.33,0.19,0.18,0.23,0.14,0.13,0.17
c_1,0.24,0.2,0.22,0.89,0.35,0.09,0.2,0.15,0.17,0.06,0.13,0.16,0.2,0.12,0.11,0.13
b_1,0.24,0.23,0.2,0.2,0.88,0.27,0.18,0.15,0.15,0.17,0.06,0.14,0.15,0.07,0.11,0.13
a_1,0.25,0.25,0.23,0.2,0.17,0.88,0.22,0.13,0.19,0.21,0.16,0.14,0.23,0.05,0.14,0.18
h_1,0.44,0.21,0.29,0.21,0.21,0.15,0.58,0.26,0.17,0.2,0.24,0.17,0.14,0.16,0.13,0.26
g_1,0.25,0.28,0.42,0.23,0.18,0.16,0.21,0.57,0.17,0.21,0.18,0.29,0.22,0.12,0.17,0.13
d_0,0.29,0.28,0.16,0.49,0.19,0.13,0.25,0.18,0.44,0.16,0.22,0.19,0.23,0.15,0.12,0.18
c_0,0.32,0.28,0.29,0.16,0.15,0.17,0.28,0.2,0.28,0.42,0.43,0.25,0.24,0.19,0.17,0.22
b_0,0.37,0.27,0.3,0.24,0.1,0.13,0.27,0.24,0.24,0.25,0.42,0.2,0.26,0.32,0.14,0.2
f_0,0.16,0.2,0.3,0.28,0.22,0.18,0.31,0.25,0.26,0.25,0.27,0.48,0.27,0.16,0.33,0.2
h_0,0.4,0.25,0.28,0.27,0.17,0.13,0.15,0.29,0.23,0.22,0.22,0.19,0.18,0.13,0.16,0.24
a_0,0.32,0.29,0.31,0.24,0.21,0.08,0.25,0.25,0.24,0.21,0.21,0.19,0.28,0.42,0.12,0.17
e_0,0.34,0.17,0.27,0.28,0.17,0.17,0.29,0.28,0.23,0.28,0.28,0.25,0.29,0.13,0.41,0.2
g_0,0.26,0.22,0.43,0.26,0.19,0.11,0.23,0.19,0.19,0.22,0.23,0.31,0.27,0.13,0.14,0.17
