,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.41,1.75,1.03,1.19,0.92,0.9,2.23,2.08,2.52,2.27,2.58,1.38,2.7,2.33,1.48,3.52
e_1,1.1,2.42,0.99,1.42,1.09,1.08,1.96,2.12,3.63,2.18,2.87,2.97,3.17,2.98,2.14,2.62
d_1,1.21,1.07,2.54,0.91,1.09,1.2,2.32,1.99,1.7,3.91,2.74,2.55,3.06,2.44,2.89,2.76
c_1,0.96,1.01,1.07,2.55,2.03,1.12,2.21,1.88,2.28,1.19,1.58,2.44,2.76,1.66,2.28,3.02
b_1,1.3,0.95,1.23,0.88,2.74,1.99,2.14,2.52,2.15,2.68,1.51,2.43,3.25,2.78,2.94,3.15
a_1,1.35,1.12,1.3,1.25,0.85,3.33,2.41,2.35,2.37,2.53,2.72,1.95,3.32,2.11,2.12,2.89
h_1,1.62,1.3,1.24,1.16,1.21,0.93,3.94,2.88,2.76,1.93,2.59,2.41,3.06,2.9,2.89,4.68
g_1,1.16,1.15,1.76,1.36,1.09,1.1,2.04,4.33,2.2,2.57,2.71,4.17,3.44,2.4,3.5,2.44
d_0,1.34,1.14,0.69,1.99,1.33,1.1,2.4,2.77,3.91,2.09,2.58,2.89,3.33,2.59,2.96,3.63
c_0,1.51,1.18,1.19,1.1,0.95,1.09,2.64,2.8,2.85,4.23,4.72,2.85,4.0,3.22,3.69,3.93
b_0,1.23,1.2,1.3,1.53,0.98,0.91,2.52,2.5,3.03,2.57,4.43,3.21,3.86,5.18,3.06,3.66
f_0,1.04,1.02,1.38,1.19,1.35,1.42,2.54,1.9,2.78,2.98,2.9,4.6,3.62,3.06,6.29,3.48
h_0,1.5,1.11,1.51,1.34,1.13,1.23,1.88,2.97,2.64,2.41,2.68,2.89,2.42,2.65,3.04,4.42
a_0,1.37,1.05,1.58,1.36,1.24,0.74,2.39,2.85,2.56,2.64,2.31,3.2,3.84,4.81,3.05,3.32
e_0,1.66,0.77,1.43,1.49,1.22,1.14,2.83,2.06,2.82,2.37,2.84,2.16,3.74,2.97,5.06,3.58
g_0,1.13,1.36,1.83,1.22,1.01,1.15,2.03,2.74,2.33,2.72,2.73,3.92,2.97,2.99,3.17,2.25
