,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,4.31,4.77,3.49,4.33,3.65,0.87,1.18,0.84,0.94,0.78,3.01,0.46,0.8,0.86,0.8
e_1,2.33,0.44,4.48,3.97,5.27,4.26,1.43,1.63,1.14,1.02,0.92,1.14,0.66,0.86,4.22,0.7
d_1,4.76,4.56,0.43,5.96,4.76,5.11,1.18,0.7,4.46,0.8,0.83,0.72,0.51,0.73,0.98,0.38
c_1,4.05,5.16,5.34,0.42,4.56,3.64,1.7,1.27,0.47,3.67,1.04,0.78,0.57,0.94,1.04,0.71
b_1,5.37,4.72,4.71,2.36,0.38,7.57,1.45,1.91,1.14,1.29,8.51,1.33,1.01,1.38,0.99,0.87
a_1,6.83,7.38,5.93,9.38,2.87,0.32,1.7,1.77,1.15,1.53,1.82,1.17,1.06,4.73,1.18,0.85
h_1,5.31,4.01,5.52,6.28,3.64,4.39,0.37,1.75,1.09,1.04,1.14,1.07,3.64,0.96,1.1,0.79
g_1,5.46,6.42,5.03,5.79,6.08,5.86,0.92,0.34,1.11,0.81,1.08,1.18,0.66,0.93,0.81,1.88
d_0,7.46,2.86,19.2,6.19,4.66,6.47,1.62,2.24,0.45,1.25,1.11,0.92,0.79,1.46,0.98,0.93
c_0,6.25,5.53,3.02,30.69,5.94,5.71,1.78,1.69,1.39,0.43,1.22,1.2,0.91,1.66,0.8,0.88
b_0,5.84,5.75,4.64,8.76,17.82,6.67,1.78,1.33,1.15,0.54,0.39,1.0,0.69,1.04,0.92,0.87
f_0,21.65,4.41,5.48,7.13,6.72,6.47,1.76,1.23,1.38,1.16,1.17,0.4,1.07,1.05,1.12,0.51
h_0,7.67,5.86,6.27,7.37,9.83,8.56,4.0,1.93,1.39,1.0,1.24,1.31,2.3,1.34,1.06,1.16
a_0,8.07,8.61,5.77,6.27,9.69,18.81,2.38,2.38,1.7,1.17,0.77,1.39,0.86,0.37,1.33,0.85
e_0,8.68,16.95,5.97,8.0,7.32,5.91,1.94,2.3,1.27,1.33,1.26,0.68,1.28,0.96,0.35,0.82
g_0,9.8,7.39,6.2,9.61,8.31,8.86,1.73,3.75,1.68,1.25,1.76,1.34,0.93,1.45,1.54,2.18
