,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9908.58,8466.87,6412.34,10392.48,12618.4,59324.73,6617420.82,16554820.47,25844276.69,19079312.65,36484080.64,40120866.81,219989894.07,166789349.69,343829832.38,947716471.74
e_1,4735.01,11319.7,6110.38,12780.94,14120.02,70870.73,6376129.38,17815161.0,40471345.63,19927974.75,40073371.93,61681421.78,256907883.88,175854225.63,350196592.62,1054925835.24
d_1,4793.06,4586.33,16833.95,7930.82,13754.97,67696.63,7653096.47,20981011.81,16765947.14,39596589.28,43552828.48,67314056.22,247960084.29,202323921.28,482227062.98,1285740535.04
c_1,4773.6,4533.49,6989.26,23979.15,26645.98,76961.82,6052833.42,17391022.59,22430086.15,15515548.32,23465424.34,58639431.63,216956577.72,172729113.24,414279789.87,906972321.73
b_1,4611.68,4819.0,6513.46,9583.81,39400.52,153222.8,6870405.16,17230893.61,23599678.73,21083622.16,27192001.97,58891145.39,227882888.33,143604221.67,458613303.94,867870602.45
a_1,5572.07,5018.17,7346.11,10878.83,14032.43,270783.1,7514620.53,17926272.87,26446142.02,23622465.4,39832086.28,67072821.9,259792332.21,125275302.61,509280051.5,845633305.9
h_1,6847.84,5670.46,8062.57,9106.95,14907.48,75962.15,12602458.73,21696014.59,22094121.73,23666657.08,37175612.56,62451871.43,211912904.0,163818213.46,467266385.15,1462010933.13
g_1,5067.29,4703.81,10751.58,9762.53,16157.27,69973.27,7334017.96,39449756.5,18556867.35,26538315.68,46823343.18,99630506.8,285503626.68,199249803.33,532267874.87,991529448.35
d_0,5203.52,5505.71,5405.52,17438.17,16130.8,71657.78,6685691.21,19122952.97,35695352.13,14721811.9,37120112.5,61148276.89,282259069.16,189405292.72,503908370.94,1079709890.5
c_0,5384.08,5862.73,8038.98,8578.13,12479.79,68379.32,7848420.12,19601026.8,27729440.22,38417878.99,72129128.56,69788794.27,278061908.28,232946739.33,561789737.87,1357719023.98
b_0,5522.65,5082.82,7808.13,10803.58,14246.05,65960.83,7700350.76,18595929.61,23668535.54,27275169.52,65480915.99,64262288.5,300247413.1,366229262.16,582270747.55,1250202593.88
f_0,5105.0,4770.54,8198.8,10684.42,13566.48,90366.42,8339087.21,20390404.51,24831430.36,29055333.47,48459414.29,124445734.34,290364632.76,210028412.01,1063203904.9,1386975889.25
h_0,6424.82,5823.78,8104.22,11259.22,14210.58,60605.82,5851220.53,23523564.22,25774238.0,24324437.12,38784960.92,68487853.33,196127697.57,198246330.36,571132139.28,1497669736.38
a_0,5600.42,5473.57,6780.99,11147.78,16558.77,64821.23,7905913.78,18157408.3,26613325.6,23530074.47,42751432.01,70597158.68,278629092.18,336349651.4,558903616.82,1383850389.31
e_0,6404.59,4824.43,8125.82,10584.07,12480.41,80479.84,8520847.06,21649071.45,25888591.3,27723215.88,43744980.74,70542685.57,290611289.77,231061959.12,977404854.46,1189400976.25
g_0,3961.17,4836.82,10894.2,10736.61,15408.75,83958.16,6814203.36,19117920.62,20161558.54,27577304.21,43666363.32,102345237.65,274914037.62,175120642.7,602527707.17,1054982843.95
