,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.73,1.27,1.0,1.13,0.99,0.53,0.51,0.41,0.52,0.42,0.48,0.35,0.38,0.52,0.37
f_1,1.27,0.64,1.08,1.13,0.95,0.91,0.39,0.4,0.36,0.56,0.4,0.44,0.25,0.37,0.29,0.34
c_1,0.88,1.21,0.64,1.23,1.33,0.98,0.47,0.27,0.43,0.43,0.34,0.36,0.3,0.36,0.36,0.32
d_1,1.3,1.04,1.12,0.64,1.1,0.92,0.48,0.52,0.43,0.33,0.41,0.39,0.31,0.34,0.37,0.24
b_1,1.21,1.41,0.75,1.08,0.62,1.63,0.58,0.45,0.66,0.58,0.56,0.41,0.37,0.37,0.4,0.32
a_1,1.28,1.47,1.36,1.36,0.73,0.58,0.74,0.54,0.46,0.61,0.57,0.52,0.44,0.55,0.49,0.42
h_1,1.63,1.97,1.87,1.68,1.48,1.33,0.55,0.68,0.62,0.89,0.63,0.58,0.58,0.59,0.53,0.52
d_0,1.2,2.0,2.26,2.32,2.0,1.62,0.89,0.58,0.67,0.91,0.68,0.67,0.64,0.59,0.7,0.64
c_0,1.83,2.04,2.64,1.33,1.61,1.91,0.88,0.93,0.58,0.82,0.8,0.69,0.67,0.75,0.64,0.54
g_1,1.75,1.8,2.09,2.08,1.8,1.63,0.67,0.74,0.72,0.53,0.7,0.73,0.49,0.54,0.59,0.57
b_0,1.85,2.06,2.95,1.67,2.28,1.62,0.92,0.8,0.45,0.88,0.54,0.69,0.6,0.84,0.62,0.6
f_0,1.78,2.96,2.05,1.93,2.04,1.72,1.0,0.76,0.83,0.62,0.78,0.55,0.7,0.7,0.8,0.44
h_0,2.23,2.43,2.28,2.24,2.11,1.9,1.06,0.8,0.74,1.08,0.77,0.75,0.72,0.64,0.69,0.72
a_0,2.1,2.27,2.23,2.83,2.94,2.79,1.07,0.89,0.75,1.13,0.52,0.83,0.68,0.55,0.78,0.58
e_0,2.24,3.2,2.44,2.37,2.38,1.84,0.97,0.87,0.81,0.98,0.92,0.51,0.68,0.82,0.54,0.6
g_0,2.2,2.41,2.22,2.68,2.36,2.25,0.87,0.84,0.81,1.2,0.81,0.95,0.56,0.79,0.81,0.73
