,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.89,1.11,1.03,0.87,0.76,0.72,0.85,0.57,0.69,0.65,0.6,0.56,0.55,0.65
f_1,1.19,1.0,0.91,1.02,0.91,0.74,0.61,0.68,0.65,0.63,0.6,0.62,0.52,0.55,0.46,0.51
d_1,1.12,1.11,1.0,0.86,0.94,0.84,0.72,0.59,0.67,0.82,0.61,0.69,0.59,0.62,0.53,0.47
c_1,0.88,0.96,1.12,1.0,1.3,0.91,0.69,0.65,0.51,0.59,0.59,0.5,0.63,0.57,0.58,0.59
b_1,0.97,1.13,1.03,0.81,1.0,1.24,0.75,0.68,0.64,0.71,0.66,0.62,0.61,0.52,0.65,0.59
a_1,1.18,1.33,1.2,1.08,0.81,1.0,0.85,0.93,0.74,0.77,0.72,0.9,0.8,0.75,0.75,0.58
h_1,1.32,1.58,1.41,1.46,1.27,1.16,1.0,0.96,0.97,0.78,0.8,0.88,0.86,0.79,0.77,1.0
g_1,1.42,1.48,1.65,1.53,1.43,1.12,1.01,1.0,0.92,0.97,1.09,0.82,0.71,0.78,0.86,0.86
d_0,1.19,1.48,1.58,1.96,1.56,1.38,1.09,1.07,1.0,0.81,0.98,0.9,0.92,0.83,0.85,0.98
c_0,1.76,1.61,1.24,1.66,1.47,1.24,1.28,1.12,1.2,1.0,1.09,1.32,0.97,1.05,0.82,0.91
f_0,1.42,1.64,1.52,1.73,1.59,1.33,1.21,0.94,1.02,0.92,1.0,0.95,1.0,0.88,1.31,0.82
b_0,1.52,1.62,1.41,1.99,1.52,1.12,1.16,1.29,1.12,0.75,1.09,1.0,0.98,1.32,0.87,0.91
h_0,1.65,1.89,1.71,1.63,1.56,1.3,1.15,1.4,1.12,1.02,1.0,1.0,1.0,1.05,0.87,1.09
a_0,1.78,1.84,1.63,1.76,1.96,1.51,1.3,1.28,1.13,1.0,1.15,0.79,0.92,1.0,0.99,1.11
e_0,1.87,2.06,1.84,1.81,1.56,1.37,1.29,1.09,1.28,1.19,0.85,1.18,1.2,0.96,1.0,0.89
g_0,1.48,1.86,2.13,1.78,1.69,1.66,0.98,1.15,1.02,1.11,1.22,1.07,0.95,0.89,1.13,1.0
