,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,101.58,16.64,14.78,18.19,19.42,73.03,2154.29,2950.58,4612.97,7094.44,8799.73,,19970.51,21907.34,,55384.82
e_1,11.1,104.41,15.15,18.25,25.26,82.24,1468.39,3331.05,5527.56,6131.51,8823.72,13640.73,21761.63,21152.95,,27389.56
d_1,10.98,9.27,130.89,12.65,22.76,97.09,1881.48,2633.5,,10196.25,6187.73,9789.82,19357.61,17065.13,32746.17,35316.62
c_1,10.47,11.56,12.76,133.3,43.87,103.32,1983.85,2407.06,3488.52,,4914.69,9610.74,18853.1,,25192.02,46254.57
b_1,12.47,9.5,11.91,9.09,196.13,103.72,1401.06,3025.72,2401.82,5049.9,,7848.22,18266.88,14884.49,23839.95,39968.81
a_1,7.53,6.58,7.92,7.17,11.09,535.78,1139.92,1813.16,2238.1,2703.2,3808.88,,11839.55,,15229.37,26886.86
h_1,5.93,6.18,7.04,6.39,9.48,28.14,2960.52,2227.97,1727.03,1980.57,3795.72,4991.7,,10255.74,15797.86,34080.15
g_1,4.05,3.61,8.75,6.54,9.15,34.19,514.55,4867.07,1206.93,2462.77,2535.91,5000.37,8889.91,7006.5,13691.31,
d_0,5.14,5.38,,10.1,11.04,33.3,868.64,1414.67,4128.04,2875.56,3653.8,4965.67,6280.75,7697.71,9587.27,23439.14
c_0,4.11,4.22,5.68,,8.38,28.27,751.25,1174.43,1127.75,6111.94,5301.49,3632.47,8734.75,5873.68,,15534.56
b_0,3.73,3.78,5.36,5.93,,22.66,678.8,1194.4,1159.03,1756.47,7335.09,4010.85,7600.48,12928.1,10101.14,18794.0
f_0,,2.57,5.72,4.93,8.84,,524.3,900.34,1228.71,2020.35,2277.68,9364.94,7555.88,7263.48,16637.69,12769.54
h_0,3.98,4.08,5.06,6.21,7.39,24.56,,1173.47,1601.03,1626.75,2412.4,3182.03,,6155.22,8126.27,22228.81
a_0,2.3,2.87,3.91,,8.14,,455.28,742.06,979.16,1495.46,1172.12,2833.75,5692.3,17084.24,6691.56,12041.24
e_0,,,3.14,3.51,7.06,20.26,422.74,605.82,1125.26,,1751.94,1789.97,4898.88,6600.45,21659.9,
g_0,3.03,3.98,5.8,3.42,5.02,18.05,319.44,,754.97,1400.02,2009.51,2805.02,4406.75,6879.46,,
