,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.01,1.04,1.33,1.15,1.17,2.3,2.41,2.53,4.17,2.69,2.93,3.23,2.48,2.0,3.5
f_1,1.74,2.45,1.11,1.12,0.94,1.02,1.86,1.94,2.36,2.16,2.42,1.58,2.62,2.23,1.93,2.51
d_1,1.14,1.28,2.47,0.97,0.98,0.99,2.53,2.08,3.68,1.67,2.83,2.74,2.96,2.52,2.65,2.83
c_1,1.07,1.12,0.96,2.59,2.03,0.78,1.88,2.22,1.36,2.14,2.2,2.32,2.98,2.6,2.5,2.86
b_1,0.98,1.29,1.15,0.96,2.81,2.22,1.94,2.12,2.37,2.1,1.44,2.18,2.75,2.14,2.48,2.64
a_1,1.08,1.08,1.36,1.48,0.78,3.49,2.63,2.01,2.29,2.77,2.28,2.51,4.11,1.59,2.54,3.69
h_1,1.2,1.64,1.29,1.3,1.21,1.09,3.9,2.79,2.53,2.25,2.68,2.22,2.41,2.96,2.68,4.5
g_1,0.98,1.08,1.92,1.06,1.15,1.2,2.38,4.33,2.69,2.08,2.32,3.84,3.33,2.86,2.77,2.5
c_0,1.32,1.37,1.24,1.01,0.99,1.33,2.49,2.39,3.84,2.79,4.24,2.89,3.66,3.21,3.07,3.69
d_0,1.02,1.27,0.75,2.12,1.41,1.1,2.47,2.47,2.26,3.92,2.44,2.73,3.14,3.14,3.1,3.61
b_0,1.31,1.38,1.21,1.25,0.84,1.03,2.5,2.39,2.23,3.07,4.02,2.92,4.11,5.46,3.38,3.36
f_0,0.94,1.11,1.37,1.47,1.16,1.18,2.69,2.42,2.76,3.11,3.0,4.28,3.98,3.53,5.51,2.71
h_0,1.14,1.78,1.35,1.14,1.07,1.05,1.84,2.78,2.66,2.9,2.19,2.73,2.79,2.96,2.8,4.65
a_0,1.32,1.22,1.52,1.23,1.27,0.91,2.36,2.37,2.84,2.26,2.15,2.39,3.58,4.69,2.43,3.34
e_0,0.9,1.36,1.31,1.48,1.29,1.11,2.45,2.63,2.46,2.7,3.05,2.51,3.52,3.59,4.98,3.66
g_0,1.22,1.29,1.72,1.19,1.22,1.2,2.41,1.9,2.62,2.45,2.92,4.0,2.89,3.17,2.76,2.71
