,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,9586.77,118.84,237.91,277.87,351.04,1057.52,235234.92,1087919.61,463242.51,704591.0,1347371.28,1362914.43,3589743.78,3505805.17,,23047499.21
f_1,259.45,9852.22,253.26,240.56,328.59,783.43,230111.72,546893.78,451186.72,708391.38,1279380.95,,4978077.16,5169581.39,8586092.36,20445716.04
c_1,98.61,115.77,22621.74,274.92,704.21,2114.62,264188.77,693077.63,515615.47,,888711.98,1274894.51,3821070.56,5549741.68,9656424.17,20120147.31
d_1,93.38,188.16,203.33,24942.88,410.38,1347.82,292516.17,,560886.03,1227641.21,1087582.58,1150134.68,4945903.16,6508644.76,6893413.55,12311256.1
b_1,145.4,117.07,342.99,306.76,39129.25,2359.6,176876.92,492144.68,364387.81,614707.92,,1422590.18,6887578.4,3715605.31,5926312.91,20654968.57
a_1,181.28,136.93,301.86,319.1,348.13,179884.35,217130.49,500805.86,624506.3,648693.7,807296.71,1187795.79,4005023.89,,,18276932.27
h_1,467.63,819.46,973.36,1109.46,1515.46,4129.3,11850753.62,2030096.8,2013722.12,2549899.51,4685634.45,4213055.54,,29260391.79,24513385.24,69149242.59
d_0,478.01,703.83,2668.74,,2275.85,5680.76,1331929.08,15892940.19,2021846.65,3231005.59,5026216.91,7764958.27,29922260.62,27620760.49,45874971.88,91033519.52
g_1,356.71,466.37,726.74,1856.42,1918.89,4259.48,486541.2,2755865.88,26983876.44,3287856.13,6342171.88,4740951.06,18945890.14,,24452557.98,
c_0,637.64,603.31,,1746.56,1438.04,7241.94,1078976.05,2026456.13,1719761.47,23040508.89,13973950.79,5373694.51,25909418.59,25121213.12,34508162.25,103537850.61
b_0,745.04,604.23,1110.04,1326.48,,7725.96,2017149.55,1753919.87,2105125.11,3180592.74,44282753.31,6551831.05,24546157.06,54070621.56,29568518.69,125458393.72
f_0,579.9,,1320.81,1352.87,2448.12,6753.98,900057.24,3488175.54,1756635.72,2317042.5,8073940.33,50951445.61,25034416.96,28360886.08,117885207.18,82256110.37
h_0,1046.03,1637.4,1997.58,1879.42,2947.48,10748.73,,3453326.01,3281822.81,3607332.5,11313063.36,13177443.98,,27473721.22,78534566.84,165057712.97
a_0,593.91,697.26,1401.04,1471.84,1615.8,,1091117.98,3035941.09,,3440897.0,5352728.19,9844503.17,25964937.49,285236851.41,50406040.23,71094617.7
e_0,,584.2,1341.57,1397.62,2062.95,,1422090.43,2826316.59,2312903.7,2196556.29,5979762.06,7038538.5,36917420.22,29873466.67,502465134.22,
g_0,1049.81,575.16,1403.36,2458.58,3427.36,8536.28,1875119.24,3443455.34,,5068530.47,5298523.34,20464105.2,52572275.62,46874242.27,,
