,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,10.77,9.49,8.86,7.54,7.25,2.76,2.94,2.58,2.4,2.68,,1.38,2.1,1.97,2.41
e_1,6.04,1.07,10.05,9.14,9.22,9.04,3.15,4.08,3.61,2.12,3.0,2.67,1.88,2.22,,1.49
d_1,9.75,9.72,1.07,7.95,9.44,7.75,3.59,2.61,,3.18,2.74,3.02,2.13,2.72,2.93,1.13
c_1,10.9,9.38,12.85,1.07,9.64,6.16,4.17,3.51,1.94,,3.46,3.01,2.04,2.25,2.72,2.27
b_1,13.67,10.0,9.95,7.31,1.07,13.25,4.62,3.56,3.16,4.08,,2.53,2.98,2.57,2.66,1.78
a_1,15.41,17.21,17.91,20.11,8.07,1.07,4.46,4.77,3.91,5.3,3.96,3.65,,,,
h_1,13.4,14.83,14.0,10.84,12.46,12.73,1.41,4.97,5.34,4.54,3.26,3.16,,3.24,3.39,3.44
g_1,25.48,16.08,14.73,19.12,13.29,15.79,5.29,1.41,4.21,4.94,4.9,5.78,3.29,5.39,3.27,
d_0,12.31,8.39,,17.39,14.14,12.48,4.51,6.38,1.77,4.67,4.83,4.11,3.29,4.01,3.29,4.19
c_0,15.42,18.69,9.28,,14.28,11.28,5.45,8.07,5.01,1.69,4.82,3.43,2.9,3.39,3.09,3.08
b_0,14.62,17.41,19.89,14.34,,15.37,7.21,5.53,3.88,2.82,1.72,3.94,3.78,5.7,3.61,4.62
f_0,,16.6,15.44,16.89,18.17,15.16,7.72,3.81,5.66,5.7,6.46,1.68,4.6,,3.8,2.74
h_0,19.2,19.45,16.05,17.1,19.54,,,4.6,3.84,5.6,4.29,4.78,,3.88,5.25,3.75
a_0,30.98,22.47,17.09,21.46,22.12,,8.45,8.76,6.45,6.82,3.1,,4.93,1.78,4.72,
e_0,26.15,,21.35,23.2,24.9,,8.32,10.34,7.38,9.88,6.91,7.45,3.22,5.92,1.77,
g_0,19.99,31.4,25.24,21.4,23.23,,5.51,,5.62,5.76,5.7,5.86,4.27,,,
