,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.04,1.13,1.5,1.51,1.31,1.3,0.56,0.51,0.49,0.58,0.49,0.56,0.35,0.4,0.35,0.51
f_1,1.64,1.05,1.46,1.44,1.32,1.13,0.48,0.47,0.44,0.56,0.42,0.45,0.28,0.37,0.33,0.31
d_1,1.65,1.55,1.04,1.52,1.38,1.09,0.55,0.56,0.49,0.39,0.46,0.4,0.33,0.37,0.25,0.34
c_1,1.48,1.66,1.95,1.05,1.68,1.39,0.63,0.35,0.52,0.56,0.46,0.46,0.39,0.41,0.37,0.39
b_1,2.03,2.17,2.18,1.34,1.05,1.83,0.83,0.58,0.71,0.76,0.67,0.5,0.47,0.49,0.41,0.44
a_1,2.67,2.91,2.81,2.5,1.63,1.06,1.21,0.8,0.88,0.99,0.99,0.73,0.61,0.83,0.58,0.6
h_1,4.19,4.47,4.13,4.39,3.86,3.1,1.22,1.26,1.26,1.6,1.19,1.1,1.1,1.11,1.01,0.89
d_0,3.79,4.67,5.45,5.99,4.82,4.27,2.09,1.38,1.46,1.89,1.54,1.53,1.29,1.21,1.29,1.38
c_0,5.19,5.41,3.8,6.51,4.63,3.76,1.93,1.74,1.3,1.6,1.67,1.5,1.23,1.39,1.09,1.21
g_1,4.93,5.09,5.34,5.51,4.98,3.94,1.73,1.63,1.51,1.27,1.52,1.47,0.99,1.29,1.26,1.33
b_0,5.32,5.58,4.74,6.89,6.39,3.97,2.09,1.75,1.16,1.88,1.32,1.52,1.33,1.51,1.18,1.26
f_0,5.9,7.02,5.92,6.64,6.07,5.3,2.47,1.99,1.75,1.79,1.75,1.37,1.55,1.52,1.07,1.78
h_0,7.1,7.95,6.95,7.34,6.23,4.99,2.96,2.18,1.89,2.43,1.87,1.78,1.7,1.86,1.54,1.51
a_0,7.67,7.73,7.76,7.95,8.15,7.24,3.0,2.43,2.04,2.47,1.58,2.06,1.96,1.46,1.81,1.97
g_0,8.01,7.89,8.52,7.83,7.85,5.9,2.61,2.33,2.26,2.77,2.3,2.35,1.65,1.94,1.89,1.88
e_0,8.79,10.29,7.97,8.82,7.87,7.44,3.13,2.85,2.56,2.73,2.34,1.45,2.12,2.13,1.6,1.53
