,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.17,0.43,0.79,0.83,0.8,0.87,0.27,0.2,0.18,0.22,0.14,0.19,0.12,0.16,0.13,0.38
f_1,0.64,0.16,0.61,0.73,0.87,0.87,0.17,0.17,0.16,0.21,0.16,0.31,0.08,0.18,0.15,0.16
d_1,0.83,0.8,0.16,0.98,0.73,0.66,0.19,0.38,0.15,0.15,0.15,0.14,0.11,0.16,0.06,0.12
c_1,0.62,0.83,0.82,0.15,0.8,0.66,0.24,0.09,0.29,0.22,0.16,0.15,0.12,0.16,0.11,0.14
b_1,0.82,0.87,1.0,0.4,0.14,0.79,0.24,0.16,0.21,0.29,0.34,0.15,0.13,0.18,0.11,0.16
a_1,0.93,0.92,0.78,0.77,0.39,0.09,0.24,0.17,0.16,0.31,0.26,0.14,0.12,0.35,0.14,0.13
h_1,0.67,0.63,0.55,0.73,0.63,0.5,0.06,0.14,0.12,0.17,0.14,0.11,0.16,0.11,0.1,0.1
d_0,0.33,0.66,1.39,0.63,0.64,0.6,0.18,0.07,0.14,0.18,0.14,0.13,0.09,0.12,0.11,0.13
c_0,0.63,0.64,0.35,1.31,0.65,0.62,0.17,0.19,0.07,0.19,0.12,0.14,0.08,0.15,0.09,0.13
g_1,0.62,0.57,0.74,0.71,0.69,0.65,0.12,0.11,0.12,0.05,0.12,0.13,0.07,0.11,0.14,0.1
b_0,0.6,0.57,0.52,0.96,1.24,0.51,0.19,0.13,0.06,0.17,0.06,0.12,0.1,0.13,0.08,0.13
f_0,0.63,1.2,0.55,0.64,0.63,0.58,0.21,0.13,0.11,0.1,0.13,0.05,0.08,0.12,0.05,0.12
h_0,0.53,0.59,0.66,0.57,0.64,0.48,0.35,0.13,0.14,0.19,0.1,0.11,0.14,0.1,0.09,0.11
a_0,0.69,0.6,0.57,0.77,0.65,0.8,0.16,0.16,0.1,0.18,0.06,0.12,0.09,0.04,0.09,0.1
g_0,0.61,0.61,0.56,0.63,0.67,0.65,0.13,0.15,0.13,0.27,0.13,0.12,0.07,0.1,0.16,0.1
e_0,1.38,0.73,0.55,0.53,0.6,0.53,0.17,0.12,0.12,0.14,0.13,0.06,0.11,0.11,0.1,0.04
