,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.22,0.23,0.16,0.13,0.09,0.15,0.31,0.11,0.15,0.17,0.16,0.16,0.12,0.05,0.13
f_1,0.35,0.88,0.17,0.18,0.13,0.08,0.13,0.17,0.12,0.15,0.15,0.06,0.15,0.1,0.07,0.14
c_1,0.18,0.21,0.88,0.16,0.3,0.08,0.15,0.15,0.1,0.04,0.09,0.12,0.15,0.1,0.1,0.13
d_1,0.19,0.19,0.12,0.89,0.16,0.11,0.15,0.07,0.17,0.33,0.19,0.15,0.17,0.13,0.11,0.13
b_1,0.16,0.17,0.19,0.17,0.88,0.24,0.16,0.15,0.12,0.14,0.06,0.12,0.18,0.09,0.11,0.13
a_1,0.19,0.21,0.22,0.18,0.12,0.88,0.17,0.16,0.1,0.14,0.19,0.14,0.15,0.03,0.12,0.14
h_1,0.19,0.34,0.25,0.22,0.17,0.12,0.55,0.15,0.19,0.15,0.17,0.12,0.14,0.12,0.15,0.22
d_0,0.24,0.23,0.45,0.07,0.19,0.14,0.23,0.43,0.14,0.12,0.17,0.16,0.2,0.1,0.13,0.13
g_1,0.23,0.2,0.19,0.39,0.16,0.1,0.18,0.16,0.54,0.2,0.19,0.25,0.17,0.12,0.13,0.1
c_0,0.33,0.26,0.13,0.24,0.13,0.14,0.18,0.21,0.16,0.41,0.34,0.16,0.21,0.16,0.12,0.15
b_0,0.27,0.22,0.27,0.26,0.09,0.09,0.21,0.2,0.14,0.18,0.43,0.18,0.19,0.27,0.16,0.18
f_0,0.21,0.15,0.22,0.22,0.19,0.14,0.22,0.2,0.19,0.24,0.21,0.43,0.23,0.13,0.28,0.19
h_0,0.21,0.38,0.23,0.24,0.15,0.11,0.13,0.19,0.21,0.2,0.19,0.18,0.13,0.13,0.15,0.24
a_0,0.29,0.22,0.24,0.27,0.2,0.03,0.18,0.21,0.15,0.21,0.18,0.15,0.21,0.39,0.16,0.18
e_0,0.11,0.3,0.27,0.21,0.18,0.14,0.26,0.21,0.17,0.22,0.19,0.18,0.25,0.15,0.39,0.19
g_0,0.18,0.24,0.23,0.36,0.16,0.12,0.17,0.16,0.1,0.19,0.21,0.27,0.26,0.16,0.16,0.12
