,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,94.62,48.51,39.01,59.38,94.47,231.29,4598.0,9814.67,14165.07,13365.42,14838.76,9228.99,51381.03,40813.86,95015.82,70036.46
e_1,29.84,97.3,38.85,60.58,81.71,214.4,5307.34,10523.63,12921.4,22862.58,19032.18,24737.69,59266.61,66561.17,104314.75,44937.51
d_1,30.29,26.28,120.82,42.61,84.53,250.89,4837.75,9393.45,20541.03,6297.09,15961.59,22205.43,58282.07,53210.28,92331.27,82318.66
c_1,24.46,24.44,35.23,149.61,147.16,200.5,3994.62,8774.1,4502.2,9651.32,12343.16,20524.3,51284.38,52181.23,85452.06,78732.8
b_1,20.83,25.85,32.05,30.1,256.54,297.29,2654.49,7556.04,6652.35,7663.45,6035.82,13928.78,40345.44,35398.29,85546.52,57608.45
a_1,12.86,17.3,24.9,24.3,44.02,567.37,2490.28,3669.0,5390.15,6053.15,9959.39,11062.88,36057.43,20559.0,61888.89,56045.36
h_1,11.59,8.19,11.52,16.04,33.09,77.26,2913.74,3996.61,3652.94,4243.65,5363.33,6876.34,12351.5,13950.97,42677.73,27928.47
g_1,7.95,6.27,12.42,12.96,21.43,65.72,1048.13,5419.5,2741.54,2567.64,4503.49,5916.19,11604.34,13925.38,12836.48,26413.99
c_0,7.33,7.56,8.27,8.47,24.96,71.56,1426.86,2606.84,5161.36,2393.48,6770.29,5811.72,13405.61,12003.35,30916.94,26160.39
d_0,6.64,5.82,4.64,22.13,22.6,65.39,1147.42,2276.2,3119.67,5072.12,3627.76,5183.96,11699.95,10628.54,27198.56,22567.21
b_0,7.69,6.33,8.76,12.79,14.8,36.46,1202.72,2263.14,2351.49,3110.87,6442.6,4255.64,12088.75,25016.07,29217.0,19265.64
f_0,4.32,4.92,8.6,9.85,23.7,54.28,1027.92,2215.16,2845.66,2876.57,3826.92,7950.71,11821.69,11883.84,19709.7,35745.73
h_0,6.78,4.29,6.57,7.75,13.07,34.89,450.59,1695.51,1997.15,2068.52,2795.07,3350.33,4759.09,9270.28,23920.65,14436.18
a_0,5.55,3.35,6.05,7.91,15.71,,879.12,1490.57,1902.65,2238.74,1663.71,3407.45,8700.11,16962.08,18354.29,17949.4
g_0,3.36,3.2,7.41,7.11,9.35,35.32,499.59,905.9,1527.81,1464.68,2079.81,3765.83,5921.08,7131.43,8922.98,10356.64
e_0,4.35,2.62,4.43,6.68,15.47,34.16,573.91,1175.0,1579.21,1724.81,2335.44,2398.47,8186.72,7700.13,16260.1,25260.98
