,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.12,2.3,4.23,4.29,4.38,4.3,1.28,0.81,0.86,1.14,0.91,1.19,0.69,0.78,1.0,2.16
f_1,3.64,1.12,4.02,4.11,3.6,3.71,0.87,0.88,0.81,1.63,0.83,1.79,0.42,0.89,0.78,0.75
d_1,5.76,4.76,1.11,4.86,4.79,4.63,1.36,1.77,0.87,0.84,0.87,0.82,0.65,0.78,0.39,0.97
c_1,4.14,5.8,6.55,1.12,5.69,4.58,1.46,0.57,1.89,1.42,1.06,0.89,0.69,1.07,0.71,0.84
b_1,6.03,6.29,7.41,3.35,1.13,6.27,1.75,1.22,1.64,2.14,2.18,1.02,1.07,1.13,0.8,1.13
a_1,9.37,8.68,8.55,10.59,4.06,1.14,2.32,2.08,1.7,3.06,2.4,1.65,1.18,4.7,1.29,1.3
h_1,13.34,15.16,13.25,14.39,15.45,11.93,1.75,3.19,2.67,4.03,3.12,2.95,3.68,2.77,2.46,2.82
d_0,10.48,19.44,33.26,19.56,18.08,17.45,5.47,2.3,4.13,5.66,4.41,4.05,2.97,3.72,3.16,3.75
c_0,19.16,21.91,9.61,46.94,19.98,20.65,6.42,5.91,2.24,4.69,4.22,3.72,2.97,4.35,2.94,4.34
g_1,21.59,24.78,16.71,21.64,24.84,19.59,4.22,5.13,4.52,1.74,4.45,3.86,2.17,4.2,4.79,4.4
b_0,17.76,21.3,18.08,32.46,39.09,20.87,6.37,4.77,2.3,5.61,2.18,3.75,2.66,3.8,2.96,5.16
f_0,24.12,39.49,20.53,24.21,30.91,25.6,7.2,5.32,4.13,4.03,4.89,2.33,4.09,5.41,1.96,3.75
h_0,25.54,34.15,27.04,35.48,30.55,30.48,11.22,6.65,5.86,9.84,6.38,5.91,7.43,5.85,4.59,6.0
a_0,29.83,36.45,33.6,34.67,46.63,64.0,11.51,8.44,6.07,10.53,3.65,6.35,5.99,2.55,4.79,7.86
g_0,37.58,40.76,31.38,35.48,40.27,29.54,7.98,7.78,6.98,20.69,7.93,6.61,4.18,10.82,7.13,8.25
e_0,59.21,62.15,32.61,33.16,37.44,31.48,10.3,7.78,8.75,10.34,7.34,3.51,5.14,8.92,3.81,2.56
