,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.44,1.4,1.85,1.35,1.48,1.44,2.88,4.99,2.82,2.71,3.13,3.57,3.58,4.18,2.74,4.26
f_1,2.2,2.47,1.4,1.33,1.39,1.44,2.36,3.25,2.98,2.51,3.18,2.5,3.19,3.43,2.74,3.98
c_1,1.24,1.5,2.56,1.58,2.19,1.45,2.71,2.42,2.43,2.82,2.67,3.32,2.68,3.98,3.42,3.95
d_1,1.5,1.62,1.15,2.59,1.41,1.46,3.12,2.29,4.95,2.88,4.01,3.23,3.72,4.21,3.63,3.2
b_1,1.39,1.51,1.48,1.54,2.65,2.29,2.93,2.97,3.19,2.64,2.46,2.85,2.84,4.09,3.3,4.28
a_1,1.56,1.5,1.59,1.62,1.26,3.33,3.21,3.35,2.96,3.03,3.17,3.35,3.42,4.12,3.96,4.79
h_1,1.44,2.1,1.51,1.56,1.51,1.39,4.29,3.01,3.01,3.7,3.55,3.25,3.7,3.39,3.66,4.79
d_0,1.27,1.57,2.61,1.31,1.7,1.28,2.83,4.27,2.64,3.37,2.68,3.14,3.3,4.25,3.38,3.92
c_0,1.55,1.75,1.53,1.51,1.34,1.55,3.36,3.47,4.44,3.45,5.68,4.21,4.2,4.23,3.29,4.09
g_1,1.46,1.44,1.54,2.16,1.61,1.46,2.55,2.49,3.32,4.87,3.33,4.58,3.49,3.72,4.31,3.31
b_0,1.42,1.55,1.68,1.59,1.4,1.78,3.06,3.56,3.17,3.26,4.81,3.72,5.84,4.19,3.87,4.49
f_0,1.22,1.52,1.56,1.63,1.74,1.64,3.29,3.54,3.25,2.93,3.79,4.87,3.87,4.99,6.41,3.68
a_0,1.46,1.68,1.77,1.56,1.6,1.24,3.26,3.53,3.49,3.2,3.11,3.35,5.12,4.43,3.59,4.32
h_0,1.46,1.96,1.58,1.57,1.47,1.57,2.4,3.12,3.47,3.78,3.52,3.27,3.33,3.91,3.63,5.62
e_0,1.28,1.84,1.44,1.71,1.6,1.27,3.39,3.28,3.79,3.21,3.59,2.79,3.79,4.36,5.3,4.92
g_0,1.4,1.46,1.47,2.26,1.45,1.39,2.99,2.95,3.76,2.57,2.97,4.74,3.27,3.57,3.52,4.01
