,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.45,1.17,0.73,0.74,0.76,0.75,1.32,1.41,1.5,1.69,1.61,0.72,1.65,1.61,1.56,2.3
e_1,0.77,2.46,0.66,0.92,0.7,0.76,1.59,1.77,1.26,2.69,1.61,1.88,2.22,1.4,1.16,2.21
d_1,0.79,0.81,2.49,0.6,0.7,0.73,1.52,2.77,1.22,1.03,2.11,1.84,2.3,1.69,1.9,1.89
c_1,0.68,0.69,0.73,2.65,1.54,0.61,1.45,0.76,1.45,1.24,1.54,1.57,2.12,1.7,1.5,2.42
b_1,0.84,0.7,0.93,0.48,2.67,1.35,1.62,1.63,1.57,1.71,0.79,1.52,2.37,1.58,1.61,2.17
a_1,0.78,0.78,0.83,0.89,0.56,3.15,1.61,1.65,1.33,1.98,1.49,2.23,2.29,0.98,1.45,2.15
h_1,1.41,0.98,0.97,1.08,0.81,1.02,3.79,1.96,2.54,1.76,2.25,1.91,1.55,2.65,2.1,2.85
c_0,1.14,0.96,0.98,0.7,0.95,1.08,2.07,3.64,2.51,2.57,3.81,2.57,3.07,2.76,2.46,2.43
g_1,0.85,0.92,1.59,1.03,0.98,0.89,1.41,1.97,4.31,1.5,2.1,2.94,2.16,1.96,1.76,1.08
d_0,1.09,0.92,0.55,1.91,0.86,0.91,2.31,1.78,1.99,3.65,2.52,2.12,2.44,2.33,2.05,2.03
b_0,1.09,1.07,0.97,1.25,0.68,0.78,2.03,2.07,2.21,1.96,4.03,2.41,3.14,4.54,2.89,2.23
f_0,0.71,0.76,1.15,1.21,1.11,0.82,2.23,2.38,1.87,2.03,2.49,4.17,3.32,3.21,4.57,2.58
h_0,1.47,0.92,1.09,1.09,0.82,0.81,1.4,2.09,2.51,2.41,1.92,2.16,1.63,1.93,2.73,3.09
a_0,1.11,1.09,1.05,1.3,0.97,,1.74,2.17,2.53,2.33,1.94,2.31,3.4,4.51,2.6,2.73
e_0,1.01,0.51,0.99,1.41,1.02,1.02,2.14,2.47,2.44,2.68,2.2,2.11,2.29,2.49,4.86,3.02
g_0,0.79,0.99,1.38,1.07,0.98,0.93,2.04,2.25,1.83,2.84,2.96,3.41,2.29,2.17,2.29,1.65
