,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.46,1.83,1.15,1.3,1.04,1.24,2.04,2.27,2.33,2.52,2.53,1.79,2.54,2.8,1.91,3.22
e_1,1.09,2.49,1.01,1.38,1.37,1.19,2.61,2.27,2.63,4.38,2.96,2.88,3.14,3.41,2.26,3.39
d_1,1.39,1.25,2.52,1.09,1.13,1.3,2.5,2.21,3.99,1.71,3.14,3.27,2.85,3.36,2.71,3.0
c_1,1.07,1.21,1.25,2.55,2.04,1.11,2.09,1.83,1.38,2.11,1.94,2.41,2.61,3.29,2.28,3.21
b_1,1.34,1.02,1.42,1.08,2.66,1.85,2.19,2.27,2.75,2.63,1.88,2.72,2.38,3.84,3.33,3.55
a_1,1.34,1.17,1.29,1.32,0.97,3.23,2.76,2.61,2.88,2.82,2.9,2.8,1.91,3.57,2.97,3.77
h_1,1.74,1.24,1.57,1.31,1.31,1.11,4.19,3.38,2.99,2.68,3.11,2.72,2.58,2.87,2.82,4.59
g_1,1.44,1.16,1.9,1.46,1.15,1.23,2.18,4.57,2.31,2.44,2.9,4.29,2.79,3.16,3.7,2.91
c_0,1.58,1.3,1.34,1.21,1.0,1.31,3.09,3.24,4.2,3.07,5.19,3.23,3.84,4.04,3.49,3.75
d_0,1.35,1.16,0.95,2.21,1.4,1.3,3.11,2.75,2.13,4.08,2.98,2.95,2.9,3.64,2.76,4.02
b_0,1.6,1.36,1.52,1.55,0.9,1.08,2.61,2.77,2.5,2.89,4.41,3.29,5.76,4.08,2.99,3.49
f_0,1.22,1.27,1.45,1.56,1.34,1.37,2.74,2.75,3.13,2.86,3.03,4.58,3.28,4.13,5.3,3.3
a_0,1.47,1.14,1.56,1.38,1.52,0.92,3.2,2.87,2.73,2.79,2.57,2.98,4.85,4.4,3.42,3.61
h_0,1.89,1.28,1.56,1.27,1.06,1.41,2.18,3.63,2.72,2.8,3.12,2.81,2.71,2.83,3.07,4.25
e_0,1.7,0.79,1.57,1.63,1.11,1.36,3.27,2.85,2.74,3.1,3.07,2.74,3.1,3.63,5.35,4.0
g_0,1.17,1.12,2.18,1.3,1.24,1.31,2.53,2.37,2.96,2.3,3.1,4.29,3.3,3.07,3.14,3.01
