,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.2,0.42,0.21,0.18,0.17,0.15,0.43,0.31,0.49,0.46,0.47,0.12,0.62,0.41,0.34,0.5
e_1,0.24,2.24,0.17,0.23,0.23,0.16,0.35,0.29,0.97,0.49,0.49,0.53,0.58,0.38,0.12,0.5
d_1,0.22,0.21,2.37,0.21,0.21,0.16,0.5,0.39,0.11,0.75,0.48,0.43,0.68,0.42,0.35,0.57
c_1,0.24,0.2,0.24,2.46,0.38,0.11,0.47,0.38,0.43,0.05,0.38,0.46,0.65,0.38,0.37,0.46
b_1,0.22,0.25,0.21,0.24,2.57,0.38,0.38,0.36,0.38,0.43,0.09,0.4,0.5,0.21,0.34,0.46
a_1,0.21,0.26,0.27,0.22,0.18,3.08,0.41,0.23,0.47,0.6,0.39,0.33,0.61,0.05,0.42,0.59
h_1,0.68,0.28,0.44,0.29,0.37,0.24,2.74,0.93,0.57,0.79,0.8,0.56,0.35,0.56,0.62,1.23
g_1,0.39,0.39,0.7,0.37,0.19,0.28,0.72,3.1,0.6,0.76,0.62,1.24,0.89,0.6,0.83,0.37
d_0,0.44,0.44,0.16,0.77,0.35,0.22,0.65,0.59,2.22,0.7,0.97,0.75,0.91,0.61,0.55,0.84
c_0,0.48,0.41,0.37,0.21,0.32,0.29,0.85,0.72,1.08,2.32,1.73,0.98,1.0,0.71,0.81,0.98
b_0,0.6,0.41,0.4,0.37,0.07,0.27,0.83,0.7,0.8,0.94,2.38,0.85,0.97,1.46,0.63,0.86
f_0,0.14,0.31,0.43,0.48,0.4,0.33,0.98,0.85,1.09,1.0,0.91,2.6,1.18,0.83,1.66,0.95
h_0,0.63,0.31,0.46,0.43,0.25,0.26,0.36,0.99,0.76,0.69,0.8,0.77,0.37,0.69,0.69,1.02
a_0,0.58,0.42,0.39,0.44,0.31,,0.67,0.95,0.73,0.73,0.85,0.74,1.09,2.86,0.45,0.66
e_0,0.52,0.17,0.37,0.42,0.3,0.3,0.83,1.0,1.02,1.07,1.0,1.07,1.24,0.61,2.97,1.02
g_0,0.38,0.31,0.69,0.4,0.35,0.23,0.53,0.53,0.66,0.84,0.69,1.17,1.1,0.53,0.59,0.27
