,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,106.24,75.59,116.57,128.29,152.17,317.07,9129.94,19411.07,25837.24,38153.02,51914.56,44695.2,127549.31,151271.22,177843.14,142146.08
d_1,73.63,119.48,80.45,99.04,143.8,326.74,9723.67,19860.88,37389.95,29770.48,58781.06,57794.24,122369.82,173516.36,199308.88,171892.54
e_1,64.65,72.21,121.47,143.56,148.38,322.15,9540.39,23058.99,25413.57,48602.58,48974.4,59301.64,138051.02,139251.15,188607.44,145462.44
c_1,58.69,73.25,59.33,166.11,210.73,293.76,7766.41,16925.72,16636.28,23887.38,30431.59,41959.14,98474.91,115402.09,166848.07,154887.52
b_1,56.22,65.22,64.05,83.0,202.02,433.84,7840.93,15961.33,19602.13,24796.93,34796.65,44019.95,96514.38,93725.16,140739.49,152077.03
a_1,48.66,52.05,52.33,71.32,82.04,386.57,6480.46,14106.83,15732.28,20052.01,36566.9,32505.44,82401.31,82066.96,118552.24,101132.87
h_1,21.76,20.58,21.57,31.23,37.9,79.81,3209.14,5724.17,6698.85,7912.48,11867.42,13101.04,27629.17,37291.74,58199.02,43013.98
g_1,14.17,21.26,13.72,22.9,29.85,59.52,1887.68,5788.93,5561.35,5680.67,10608.42,13620.7,25354.96,28554.28,33492.81,41019.0
c_0,14.56,15.04,15.38,24.05,24.3,63.64,1857.3,4127.44,6226.55,6970.76,15874.51,11403.23,26240.02,37775.7,37025.61,38470.49
d_0,11.73,12.11,12.16,34.16,31.24,59.75,1622.58,4041.55,3365.57,7158.85,8250.21,9544.64,22708.14,26404.68,33583.46,35049.38
b_0,10.67,13.15,12.76,22.8,18.99,39.54,1655.17,3160.19,3580.53,5593.35,10229.57,8790.8,21280.36,41470.64,32362.08,29830.34
f_0,10.56,12.85,11.15,20.12,21.68,53.86,1577.76,2950.42,3825.11,5319.67,7854.94,10766.61,19549.77,23705.31,29143.58,46775.87
h_0,9.55,10.58,9.5,15.77,18.76,40.33,1082.48,2835.8,3237.3,4161.08,6661.54,6733.87,13876.95,18841.89,28595.87,21583.16
a_0,7.84,8.66,8.78,15.02,16.54,32.83,1084.07,2371.13,2484.12,3882.37,4744.63,6469.2,14926.22,23182.63,21549.75,22254.72
g_0,7.64,10.36,8.09,12.14,17.89,35.21,958.24,2149.66,3007.63,3619.1,5298.95,7401.63,11648.97,17503.67,19316.89,21643.55
e_0,7.97,8.9,8.0,12.96,16.45,35.36,1046.85,2167.86,2558.66,3294.45,5636.84,4668.28,13475.5,15093.66,20098.37,25979.21
