,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,99.44,63.66,62.62,118.67,175.77,667.83,9914.84,31324.15,21338.12,22243.53,32759.4,61899.63,105436.53,135581.26,185179.74,183200.74
f_1,84.59,106.71,63.28,92.98,168.43,540.88,8474.96,20560.61,19457.0,21954.35,27095.44,42926.56,89557.81,122408.27,164468.07,142936.03
d_1,58.35,70.83,109.03,82.95,169.83,533.58,9089.24,18136.32,29656.52,20187.96,34534.24,53980.93,106797.47,131152.61,162120.6,227435.49
c_1,45.95,59.51,57.44,150.47,236.34,560.56,7841.02,14589.3,10848.08,15293.17,20908.56,43902.22,84985.78,97320.77,142517.39,182413.08
b_1,44.43,48.57,46.5,68.64,245.27,652.69,6577.68,14004.84,14146.15,13869.56,15071.84,35238.87,77773.3,78269.05,106162.88,146216.23
a_1,26.72,35.61,35.52,48.7,74.84,671.28,4936.42,8884.92,9856.42,10247.7,17065.36,23379.62,58242.83,47979.93,82194.99,90002.56
h_1,14.74,19.41,17.05,24.56,39.9,121.6,3204.59,4348.82,4612.63,6416.84,7824.5,13079.59,22823.74,28911.21,50554.15,51425.4
d_0,10.56,12.74,10.5,32.34,37.42,118.11,1867.48,4951.41,3380.17,4310.32,6274.27,11137.63,22060.75,24479.93,32856.28,37940.9
c_0,11.62,14.01,12.68,20.3,30.24,104.45,1962.13,4299.93,5153.85,4319.1,9921.94,11639.42,24518.93,32707.74,37445.19,41880.61
g_1,10.23,11.13,17.44,19.24,30.74,109.95,1495.85,3358.47,4202.64,6062.48,5782.05,12035.88,18993.47,24190.27,30819.5,42147.66
b_0,9.39,12.81,11.37,19.71,28.73,81.27,1784.31,3696.66,3128.12,4049.22,7116.48,10282.12,20178.98,37601.51,30409.88,38625.46
f_0,6.37,8.74,10.64,16.13,28.58,93.23,1523.49,2933.02,2987.57,3078.19,4593.0,10912.23,16789.59,19770.25,24922.81,56468.09
h_0,7.21,10.03,8.85,12.64,21.6,76.83,955.8,2361.01,2410.98,3195.14,3570.63,6023.99,11689.41,15397.14,25685.68,24072.56
a_0,6.13,7.65,7.73,10.99,20.93,53.95,1034.98,2361.26,2330.58,2419.35,3320.96,6395.48,11337.38,20787.74,20508.65,23366.02
g_0,5.74,6.85,9.29,9.99,19.96,66.45,860.96,1917.34,1907.73,1967.83,3229.42,7549.85,10792.01,11013.81,15380.83,25414.94
e_0,3.81,7.02,7.09,10.66,17.26,64.81,981.08,1782.67,1857.3,2017.83,2994.99,4373.37,10825.33,11797.26,16090.27,28238.54
