,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.04,3.13,2.2,3.65,2.84,2.76,11.27,10.48,22.32,11.52,13.75,14.03,20.82,14.78,11.66,22.5
f_1,4.57,6.3,2.56,2.7,2.44,2.52,9.71,9.3,15.59,13.96,13.69,10.31,20.41,14.71,9.44,21.83
d_1,2.59,3.08,6.62,2.44,2.83,2.85,11.49,11.5,9.14,23.11,16.29,12.89,22.51,14.18,16.32,21.71
c_1,2.25,2.77,2.99,6.65,5.08,3.16,10.48,9.52,12.16,9.31,9.02,13.0,16.53,13.85,13.04,20.11
b_1,2.79,2.75,2.9,2.72,7.54,5.73,9.83,9.38,12.29,12.06,10.06,13.9,18.72,11.5,14.22,19.67
a_1,2.78,2.88,3.12,3.1,2.91,10.78,12.1,10.82,13.29,12.43,13.22,15.75,21.19,11.11,16.39,21.55
h_1,2.93,3.83,3.22,2.85,3.16,3.27,20.42,14.83,12.9,14.82,15.41,13.62,17.14,14.21,16.22,25.42
g_1,2.71,2.86,4.15,2.94,2.83,2.93,9.08,21.74,10.85,13.9,14.27,22.81,21.74,15.46,21.81,23.72
d_0,3.07,2.86,2.3,5.25,3.22,2.8,11.93,10.55,19.14,8.76,15.28,15.46,19.86,16.45,15.33,23.39
c_0,3.34,2.99,3.22,2.58,2.46,2.81,12.1,12.09,14.44,21.17,25.12,16.2,24.09,19.75,18.14,26.69
b_0,3.07,3.43,3.45,3.28,2.23,2.02,12.09,12.05,13.82,15.53,23.07,17.27,24.05,28.3,18.0,28.05
f_0,2.76,2.6,3.51,3.32,3.1,3.03,12.03,12.83,14.09,13.39,13.72,22.85,25.05,16.6,31.81,26.26
h_0,3.17,3.94,2.96,2.9,2.87,2.85,9.46,13.9,12.42,13.53,14.68,15.51,17.43,16.94,15.27,29.13
a_0,3.41,3.16,3.16,3.32,3.13,2.51,11.85,12.62,14.64,13.57,15.59,14.18,20.79,28.63,16.72,22.36
e_0,2.46,3.24,3.32,3.51,2.94,3.43,14.04,12.57,13.43,15.05,17.77,15.11,21.38,17.9,32.02,24.59
g_0,2.88,2.75,4.27,2.99,2.96,3.39,11.9,9.83,12.93,15.27,15.69,20.25,24.16,14.59,19.75,15.09
