,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11508.73,2805.03,2418.02,5056.26,7986.33,49102.03,2621954.16,5906737.7,8953984.47,17951043.63,14313807.85,23397450.17,94644962.26,100601881.16,61924755.84,211486533.0
f_1,4495.05,12545.82,2801.31,4010.37,6664.87,39850.85,2256713.01,4680944.03,8382165.56,7799285.53,12651061.17,9251157.53,87020886.17,84702096.19,76238310.59,144744849.5
d_1,2446.14,3176.14,12901.22,2953.63,6687.49,42632.22,3192392.66,6785620.63,15663041.03,3751441.85,14700605.47,25166032.19,89884329.62,108520854.48,119487108.77,191447540.29
c_1,2476.3,2611.67,1957.27,21306.79,18344.77,31247.74,2054779.39,5513298.75,3007054.68,9889216.15,10044908.87,20187592.36,85648614.01,100525982.38,112684055.55,164656541.9
b_1,2030.18,2981.85,2558.75,4273.06,51360.78,109640.23,2132568.32,5415044.86,7347737.86,7624133.88,4701254.73,16748431.51,75985344.49,79439723.69,109516964.41,151487131.15
a_1,2385.28,2354.94,3338.21,5037.88,6647.75,454164.1,2906733.73,5101238.76,7937350.15,10205278.66,10321879.16,20791771.08,128900169.57,37999108.29,111385629.77,223553079.38
h_1,2946.34,4603.59,3723.03,5055.8,9597.73,51043.19,8181072.96,8854379.15,9794816.2,8835872.07,14972085.8,19922728.54,59574093.09,134792430.02,128679083.5,347159795.96
g_1,2261.03,2583.96,6219.17,3870.04,9004.25,55022.64,3249998.33,23421493.73,10592785.17,7874618.89,11923015.72,41244758.29,118570056.79,121340269.84,144777146.79,130046777.92
c_0,3321.47,3703.4,4056.41,2856.61,7196.78,61243.06,3164137.2,7254543.98,20874545.82,10935520.15,27591651.09,28295781.81,128026132.39,153305117.5,155777239.6,256477481.65
d_0,2936.93,3161.07,1311.41,10482.16,11289.53,51905.58,2934006.38,6617754.18,8089866.26,23709914.42,13703321.29,26991101.12,103343409.65,142307397.59,160849780.63,239946808.31
b_0,3374.66,3769.22,3538.72,4677.67,4586.12,44205.09,3261386.12,6768578.76,9904350.38,13184620.83,33035642.74,29635561.09,141218493.67,297524666.95,186583677.72,240029367.92
f_0,2137.45,2305.51,4019.83,6299.23,8856.38,55794.54,3339533.17,8509950.44,11250916.8,14004620.13,17797765.67,62371079.71,143157965.52,161107372.0,337921952.51,206339610.39
h_0,2804.78,5285.98,3719.44,4385.98,8340.06,52470.01,1814487.04,8815904.92,10872364.82,12251303.05,12310817.57,27395394.39,78605082.09,140171470.65,144309392.87,348120248.11
a_0,3365.83,3003.03,4487.23,4953.88,9758.11,31298.01,3092496.77,6881944.63,11741794.49,9250615.77,14132606.25,21767505.45,129259985.47,343384612.09,117041030.67,244433472.64
e_0,1640.87,3312.18,3678.54,6310.51,10959.84,51702.44,3214833.7,8188680.14,9829430.0,12129860.37,19073591.17,30587841.56,128157657.08,160518942.2,429669579.4,262077982.49
g_0,3092.22,3292.67,5285.65,4629.8,9788.86,56786.96,3513321.02,4324814.61,10515562.76,10050701.35,16850545.65,41271506.97,104926197.03,148069270.83,140891828.94,150006997.67
