,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,0.95,0.86,0.88,0.82,0.78,0.39,0.55,0.35,0.35,0.35,0.51,0.24,0.33,0.34,0.36
e_1,0.57,0.42,0.87,1.06,0.98,0.99,0.5,0.52,0.42,0.51,0.4,0.5,0.36,0.47,0.75,0.4
d_1,0.88,1.03,0.39,0.83,0.9,0.87,0.53,0.33,0.41,0.69,0.37,0.38,0.32,0.34,0.31,0.23
c_1,0.89,0.71,1.01,0.38,0.92,0.9,0.44,0.54,0.51,0.24,0.41,0.45,0.37,0.35,0.45,0.31
b_1,1.05,0.83,0.93,0.58,0.36,1.0,0.5,0.48,0.48,0.39,0.69,0.43,0.33,0.38,0.46,0.36
a_1,1.03,0.95,0.8,0.89,0.56,0.3,0.58,0.5,0.46,0.52,0.54,0.32,0.37,0.82,0.41,0.42
h_1,0.83,0.76,0.75,0.83,0.78,0.61,0.24,0.56,0.34,0.32,0.32,0.33,0.55,0.39,0.34,0.31
g_1,0.78,1.01,0.78,0.75,0.82,0.68,0.29,0.22,0.35,0.37,0.35,0.41,0.26,0.38,0.31,0.35
c_0,0.93,0.8,0.5,1.16,0.72,0.74,0.42,0.36,0.26,0.52,0.44,0.45,0.36,0.38,0.39,0.32
d_0,0.81,0.47,1.19,1.0,0.81,0.64,0.51,0.68,0.32,0.26,0.37,0.32,0.37,0.35,0.31,0.34
b_0,0.93,0.8,0.74,0.95,0.92,0.67,0.41,0.35,0.22,0.36,0.24,0.31,0.32,0.39,0.37,0.29
f_0,1.13,0.73,0.68,0.73,0.82,0.79,0.48,0.25,0.29,0.43,0.35,0.21,0.33,0.45,0.37,0.22
h_0,0.92,0.72,0.82,0.75,0.75,0.72,0.43,0.46,0.29,0.31,0.32,0.28,0.38,0.31,0.34,0.29
a_0,0.96,0.68,0.86,0.87,1.0,0.86,0.38,0.39,0.32,0.36,0.23,0.32,0.3,0.2,0.28,0.27
e_0,1.12,0.89,0.86,0.68,0.85,0.69,0.36,0.38,0.31,0.36,0.31,0.18,0.29,0.44,0.18,0.25
g_0,0.77,0.67,0.81,0.82,0.83,0.74,0.36,0.45,0.31,0.34,0.34,0.39,0.29,0.32,0.41,0.4
