,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.88,1.27,1.44,1.31,1.29,0.67,0.65,0.51,0.58,0.45,0.55,0.4,0.44,0.42,0.61
f_1,1.32,0.65,1.12,1.26,1.41,1.23,0.48,0.49,0.48,0.58,0.48,0.59,0.3,0.49,0.46,0.43
d_1,1.43,1.43,0.65,1.48,1.17,1.12,0.54,0.67,0.53,0.42,0.5,0.45,0.37,0.46,0.24,0.38
c_1,1.13,1.44,1.37,0.64,1.55,1.13,0.63,0.33,0.59,0.6,0.45,0.47,0.41,0.43,0.39,0.45
b_1,1.44,1.46,1.71,0.86,0.63,1.59,0.67,0.5,0.61,0.72,0.7,0.47,0.45,0.53,0.41,0.49
a_1,1.73,1.88,1.67,1.65,0.92,0.57,0.82,0.65,0.61,0.87,0.87,0.54,0.53,0.87,0.58,0.53
h_1,2.03,2.19,1.92,2.18,1.88,1.49,0.57,0.78,0.71,0.94,0.69,0.61,0.7,0.6,0.65,0.54
d_0,1.34,2.12,3.29,2.45,2.15,1.89,0.98,0.62,0.75,0.99,0.81,0.79,0.66,0.65,0.71,0.73
c_0,2.2,2.16,1.48,2.9,2.11,1.99,0.97,1.05,0.61,0.98,0.88,0.86,0.59,0.86,0.63,0.71
g_1,2.15,1.98,2.67,2.27,2.23,1.79,0.72,0.73,0.76,0.55,0.72,0.88,0.49,0.64,0.75,0.66
b_0,2.27,2.19,1.92,3.13,2.7,1.7,1.08,0.87,0.5,0.98,0.58,0.74,0.77,0.96,0.61,0.78
f_0,2.37,3.26,2.36,2.39,2.63,2.07,1.29,0.89,0.8,0.69,0.87,0.57,0.69,0.83,0.51,0.9
h_0,2.43,2.78,2.76,2.52,2.69,1.97,1.68,0.98,1.03,1.38,0.78,0.87,0.89,0.77,0.86,0.76
a_0,3.1,2.55,2.56,3.12,2.88,2.37,1.16,1.17,0.82,1.21,0.59,0.85,0.79,0.55,0.82,0.75
g_0,2.71,2.77,2.91,2.72,2.66,2.39,0.96,1.08,1.0,1.39,1.06,1.04,0.64,0.8,0.95,0.8
e_0,3.71,3.5,2.81,2.4,2.67,2.5,1.35,0.93,1.0,1.07,1.04,0.58,1.02,0.99,0.91,0.57
