,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.41,0.89,1.38,1.33,1.22,1.26,0.76,0.77,0.64,0.7,0.51,0.61,0.51,0.55,0.59,1.08
f_1,1.37,0.4,1.09,1.19,1.31,1.52,0.55,0.56,0.59,0.66,0.57,1.05,0.36,0.75,0.66,0.61
d_1,1.27,1.41,0.4,1.6,1.1,1.11,0.67,1.34,0.67,0.49,0.62,0.56,0.48,0.62,0.3,0.49
c_1,1.18,1.42,1.22,0.39,1.62,1.21,0.74,0.37,0.73,0.69,0.53,0.57,0.51,0.56,0.51,0.54
b_1,1.37,1.4,1.58,0.78,0.37,1.47,0.71,0.6,0.66,0.77,0.87,0.53,0.59,0.58,0.47,0.54
a_1,1.53,1.29,1.46,1.32,0.82,0.31,0.71,0.55,0.54,0.95,0.91,0.58,0.5,1.19,0.54,0.47
h_1,0.97,1.07,0.85,1.05,0.99,0.89,0.26,0.48,0.4,0.59,0.47,0.37,0.58,0.42,0.42,0.45
d_0,0.54,1.11,1.62,1.07,1.09,1.04,0.49,0.28,0.42,0.54,0.48,0.42,0.43,0.38,0.37,0.58
c_0,0.98,0.89,0.61,3.08,0.92,0.97,0.58,0.56,0.27,0.6,0.51,0.46,0.31,0.5,0.36,0.43
g_1,0.94,0.9,1.25,0.98,1.04,0.93,0.39,0.4,0.37,0.24,0.4,0.51,0.3,0.34,0.51,0.41
b_0,0.95,0.91,0.78,1.4,2.12,0.78,0.46,0.38,0.26,0.5,0.26,0.45,0.48,0.5,0.35,0.47
f_0,0.94,1.68,0.86,0.93,1.1,0.87,0.62,0.41,0.4,0.33,0.4,0.24,0.36,0.46,0.27,0.5
h_0,0.88,1.09,1.05,0.85,0.98,0.94,0.87,0.42,0.45,0.67,0.34,0.37,0.57,0.36,0.43,0.38
a_0,1.09,0.86,0.94,1.24,0.98,1.36,0.53,0.52,0.36,0.57,0.26,0.43,0.35,0.21,0.35,0.35
g_0,0.88,0.85,1.12,0.99,0.98,0.92,0.43,0.57,0.44,0.82,0.47,0.47,0.29,0.36,0.69,0.38
e_0,1.98,0.97,0.98,0.8,1.05,0.99,0.5,0.36,0.43,0.43,0.44,0.24,0.48,0.37,0.43,0.2
