,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.1,1.7,3.06,3.21,3.33,3.39,0.9,0.64,1.03,0.62,0.56,0.91,0.44,0.66,0.54,1.0
f_1,2.98,1.11,2.8,3.3,3.23,3.05,0.65,0.71,1.07,0.58,0.63,0.93,0.35,0.54,0.53,0.58
d_1,3.91,3.47,1.1,3.4,3.05,2.77,0.83,1.21,0.61,0.68,0.79,0.56,0.46,0.58,0.28,0.53
c_1,2.84,3.33,4.07,1.11,3.33,2.79,1.0,0.4,0.87,0.85,0.64,0.6,0.44,0.72,0.5,0.61
b_1,3.68,4.43,3.82,2.15,1.11,3.02,1.29,0.79,1.07,0.89,1.06,0.77,0.47,0.94,0.57,0.73
a_1,4.85,7.02,5.77,5.09,2.87,1.13,1.91,1.27,1.97,1.17,2.04,1.16,1.07,2.63,0.82,1.22
h_1,10.51,13.98,11.01,12.01,11.55,11.79,1.62,3.0,3.32,2.64,2.16,2.33,2.56,1.98,2.0,2.06
d_0,8.65,12.68,18.68,14.77,14.12,13.28,3.69,1.93,4.36,2.7,3.04,3.2,2.43,2.77,3.0,3.21
g_1,14.67,16.78,14.98,16.73,16.2,13.64,3.27,3.7,1.64,2.82,2.67,2.93,1.63,2.58,2.79,2.68
c_0,15.15,16.38,9.61,26.89,16.74,13.73,4.42,4.68,4.33,2.07,3.73,3.24,2.44,2.81,2.34,3.27
b_0,16.3,17.29,14.84,25.43,24.63,17.9,5.43,4.04,4.52,1.89,2.01,3.4,2.65,2.92,2.62,3.33
f_0,17.8,27.84,17.41,18.43,16.28,16.3,4.84,4.13,2.88,3.28,3.32,2.03,2.39,2.83,1.66,3.15
h_0,23.66,23.61,19.67,23.1,22.75,21.11,8.74,4.62,6.22,4.09,3.89,4.34,4.1,3.91,3.4,4.2
a_0,24.78,24.63,22.77,30.37,36.79,29.06,6.14,6.37,6.28,4.15,2.7,4.41,3.91,2.18,3.85,4.72
g_0,28.21,30.04,24.45,26.67,28.11,24.45,4.84,6.37,8.05,5.53,5.52,4.77,3.19,4.21,4.27,4.53
e_0,39.01,46.9,22.77,26.89,24.63,25.06,7.88,6.93,7.48,5.69,7.03,2.52,3.98,5.34,3.44,2.31
