,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.79,1.07,0.96,0.75,0.54,0.46,0.63,0.41,0.38,0.42,0.37,0.31,0.32,0.29
f_1,1.29,1.0,0.83,0.95,0.91,0.57,0.39,0.4,0.44,0.36,0.4,0.34,0.29,0.3,0.24,0.36
d_1,1.26,1.21,1.0,0.8,0.78,0.69,0.54,0.36,0.46,0.6,0.45,0.38,0.4,0.36,0.36,0.26
c_1,0.93,1.06,1.24,1.0,1.21,0.67,0.53,0.45,0.31,0.32,0.38,0.44,0.35,0.36,0.37,0.32
b_1,1.04,1.09,1.28,0.83,1.0,1.2,0.54,0.62,0.44,0.47,0.4,0.45,0.37,0.34,0.36,0.35
a_1,1.32,1.75,1.46,1.49,0.84,1.0,0.73,0.66,0.6,0.66,0.64,0.59,0.61,0.43,0.41,0.49
h_1,1.83,2.58,1.88,1.85,1.84,1.37,1.0,1.06,0.71,0.74,0.77,0.76,0.71,0.69,0.56,0.72
g_1,2.23,2.47,2.68,2.22,1.63,1.52,0.96,1.0,0.85,0.92,0.85,1.06,0.66,0.69,0.86,0.68
d_0,1.67,2.34,2.15,3.07,2.26,1.55,1.38,1.15,1.0,0.84,0.94,0.93,0.76,0.94,0.69,0.75
c_0,2.47,2.67,1.66,3.2,2.01,1.54,1.32,1.04,1.15,1.0,1.35,0.96,0.86,0.9,0.8,0.8
b_0,2.75,2.63,2.18,2.65,2.22,1.61,1.28,1.19,1.1,0.73,1.0,0.84,0.93,1.29,0.71,0.84
f_0,2.43,2.99,2.65,2.28,2.27,1.61,1.32,0.89,1.05,1.1,1.2,1.0,0.95,0.96,1.21,0.71
h_0,2.82,3.44,2.64,2.87,2.69,1.62,1.38,1.49,1.27,1.13,1.01,1.01,1.0,0.83,0.78,1.11
a_0,3.32,3.34,2.71,2.72,2.83,2.36,1.46,1.53,1.18,1.19,0.78,1.04,1.24,1.0,0.96,0.89
e_0,3.01,4.71,2.72,2.62,2.81,2.38,1.78,1.25,1.36,1.29,1.39,0.78,1.21,0.92,1.0,0.94
g_0,3.36,2.98,3.83,3.18,2.76,1.91,1.44,1.48,1.31,1.26,1.22,1.36,0.89,1.11,1.04,1.0
