,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.73,0.61,0.96,0.66,0.61,0.84,0.85,1.42,0.77,0.96,0.93,1.05,0.72,0.62,0.9
f_1,1.19,1.53,0.64,0.67,0.68,0.53,0.74,0.75,0.95,0.91,0.8,0.46,0.78,0.78,0.49,0.77
d_1,0.77,0.9,1.55,0.61,0.73,0.6,0.8,0.72,0.64,1.33,0.92,0.77,1.07,0.75,0.82,0.75
c_1,0.6,0.75,0.9,1.55,1.2,0.53,0.87,0.78,0.71,0.46,0.61,0.81,0.86,0.73,0.65,0.85
b_1,0.77,0.74,0.83,0.61,1.6,1.17,0.79,0.82,0.9,0.95,0.69,0.92,0.91,0.63,0.67,0.85
a_1,0.83,0.88,0.84,0.98,0.55,1.74,1.05,0.9,0.93,0.79,0.9,1.04,1.06,0.53,0.76,0.84
h_1,0.94,1.27,1.05,0.99,1.0,0.68,1.78,1.38,1.1,1.05,1.13,1.04,0.89,0.96,0.98,1.24
g_1,0.84,0.95,1.45,0.98,0.91,0.76,0.87,1.82,0.97,1.25,0.97,1.77,1.15,0.97,1.27,1.04
d_0,0.91,1.0,0.76,1.78,0.84,0.77,1.18,1.13,1.59,0.9,1.3,1.17,1.35,1.05,1.08,1.25
c_0,1.18,1.08,0.97,1.01,0.74,0.79,1.27,1.07,1.4,1.67,1.82,1.25,1.44,1.22,1.23,1.38
b_0,1.04,1.12,1.15,1.26,0.5,0.59,1.27,1.22,1.22,1.09,1.72,1.31,1.44,1.94,1.02,1.48
f_0,1.0,0.95,1.27,1.12,0.93,0.67,1.17,1.02,1.21,1.09,1.23,1.71,1.38,1.09,2.07,1.22
h_0,1.02,1.54,0.96,1.05,0.93,0.85,1.08,1.52,1.09,1.19,1.17,1.19,1.12,1.29,1.1,1.46
a_0,1.18,1.1,1.11,1.2,1.16,0.75,1.33,1.25,1.33,1.1,1.0,1.3,1.28,1.79,1.04,1.28
e_0,0.82,1.39,1.08,1.37,0.98,0.92,1.37,1.0,1.37,1.26,1.61,1.06,1.3,1.16,1.81,1.38
g_0,1.08,1.04,1.57,1.12,0.89,0.99,1.16,1.04,1.14,1.25,1.25,1.68,1.48,1.12,1.17,0.77
