,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.96,1.08,0.93,0.9,0.85,0.95,0.88,0.85,0.87,0.75,0.87,1.07,0.86,1.09
e_1,0.83,1.0,0.97,1.15,0.94,0.96,1.24,1.14,1.38,1.03,1.11,1.15,1.06,1.02,1.2,1.02
d_1,1.05,1.02,1.0,0.88,1.01,0.91,1.1,0.82,1.08,1.28,1.05,1.05,1.06,0.95,1.08,0.82
c_1,0.93,0.86,1.15,1.0,1.43,0.97,0.86,0.87,0.66,0.77,0.9,0.95,0.91,0.93,0.83,1.05
b_1,1.06,1.06,0.99,0.7,1.0,1.55,1.02,1.04,1.11,1.13,0.91,1.07,1.11,0.82,1.06,1.02
a_1,1.12,1.05,1.1,1.03,0.65,1.0,1.16,1.48,0.97,1.05,1.24,0.81,1.12,1.26,0.96,0.95
h_1,1.14,0.86,0.9,1.12,0.95,0.84,1.0,1.14,1.05,0.92,1.03,1.0,0.98,0.88,1.1,1.26
g_1,1.01,0.96,1.24,1.09,1.01,0.68,0.86,1.0,0.98,0.99,0.99,1.28,0.8,0.98,0.93,1.16
d_0,1.08,0.73,0.99,1.51,0.93,1.03,0.96,1.02,1.0,0.75,0.91,0.94,1.11,0.99,1.05,1.03
c_0,1.12,0.97,0.78,1.32,0.89,0.95,1.1,1.01,1.38,1.0,1.48,0.96,1.16,0.97,1.11,1.11
b_0,1.13,0.94,0.97,1.1,1.2,0.83,1.01,0.98,1.11,0.71,1.0,1.11,0.98,1.43,0.99,1.05
f_0,1.34,0.82,0.94,1.06,0.94,1.17,0.95,0.77,1.14,0.96,0.88,1.0,0.98,0.95,1.46,0.87
h_0,1.13,0.97,0.96,1.04,0.95,0.91,1.04,1.24,0.89,0.87,0.99,0.96,1.0,1.1,0.76,1.23
a_0,0.89,0.99,1.04,1.06,1.23,0.83,1.16,1.02,1.09,1.01,0.74,1.09,0.94,1.0,1.02,0.89
e_0,1.18,0.86,0.94,1.19,0.96,1.06,0.94,1.03,0.94,0.95,1.02,0.74,1.39,0.98,1.0,1.12
g_0,0.9,1.01,1.21,0.99,0.99,0.94,0.81,0.86,0.96,0.92,0.94,1.12,0.82,1.16,0.93,1.0
