,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.37,1.39,1.63,1.79,3.69,21.5,39.04,34.02,33.69,40.86,58.71,70.53,86.94,98.65,159.04
e_1,0.73,1.0,1.25,1.85,2.03,4.12,24.36,31.21,34.94,52.01,44.02,71.98,88.15,111.3,153.09,166.57
d_1,0.72,0.8,1.0,0.99,1.36,2.98,19.07,20.86,32.71,26.58,33.11,46.58,58.41,66.54,79.09,84.49
c_1,0.62,0.54,1.0,1.0,1.56,2.69,14.0,23.95,20.46,16.21,26.15,44.77,59.11,59.89,92.04,86.09
b_1,0.56,0.49,0.73,0.65,1.0,2.98,12.96,18.6,21.36,18.34,27.76,33.77,45.55,45.55,71.47,74.15
a_1,0.27,0.24,0.33,0.37,0.34,1.0,6.99,9.3,9.66,10.54,13.62,13.87,21.8,31.36,34.03,41.65
h_1,0.05,0.04,0.06,0.07,0.07,0.15,1.0,2.02,1.48,1.38,1.84,2.39,4.38,4.36,5.67,6.92
g_1,0.03,0.03,0.05,0.04,0.06,0.11,0.5,1.0,1.14,0.86,1.38,2.43,2.28,3.0,3.65,4.68
c_0,0.03,0.03,0.03,0.05,0.05,0.1,0.68,0.87,1.0,1.28,1.85,2.14,2.68,3.12,4.12,4.39
d_0,0.03,0.02,0.04,0.06,0.05,0.09,0.73,1.32,0.78,1.0,1.33,1.49,2.72,2.65,3.32,3.87
b_0,0.02,0.02,0.03,0.04,0.03,0.08,0.54,0.7,0.55,0.77,1.0,1.28,1.9,2.96,3.02,3.17
f_0,0.01,0.01,0.02,0.02,0.03,0.07,0.4,0.41,0.49,0.68,0.8,1.0,1.51,1.87,2.91,1.87
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.23,0.44,0.36,0.37,0.51,0.64,1.0,1.08,1.5,1.78
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.24,0.33,0.33,0.36,0.34,0.6,0.92,1.0,1.08,1.44
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.29,0.25,0.3,0.34,0.35,0.67,1.07,1.0,1.02
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.22,0.23,0.25,0.3,0.55,0.55,0.65,0.99,1.0
