,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.43,1.24,1.46,1.53,3.45,17.64,27.48,32.16,28.55,41.64,42.25,65.77,82.98,118.65,224.19
e_1,0.7,1.0,1.23,1.58,1.69,3.68,18.59,34.4,45.0,27.38,41.63,52.15,83.22,77.09,147.54,149.9
d_1,0.81,0.82,1.0,1.0,1.57,2.69,16.44,25.44,23.62,34.56,31.14,47.32,70.04,74.83,121.49,112.19
c_1,0.69,0.63,1.0,1.0,1.62,2.09,16.7,22.53,16.81,20.6,27.91,36.67,58.39,52.1,100.52,127.71
b_1,0.65,0.59,0.64,0.62,1.0,3.79,11.64,19.25,17.76,19.8,26.23,28.11,43.96,44.26,77.3,90.61
a_1,0.29,0.27,0.37,0.48,0.26,1.0,4.7,8.04,9.27,10.12,11.17,12.98,31.95,36.06,32.72,39.29
h_1,0.06,0.05,0.06,0.06,0.09,0.2,1.0,1.7,1.85,1.54,1.79,2.51,4.94,3.77,5.88,10.69
g_1,0.04,0.03,0.04,0.04,0.05,0.13,0.59,1.0,0.91,0.93,1.29,2.06,2.51,2.77,3.25,5.13
d_0,0.03,0.02,0.04,0.06,0.06,0.11,0.56,1.07,1.0,0.97,1.31,1.64,3.1,2.75,3.86,6.37
c_0,0.04,0.03,0.03,0.05,0.05,0.1,0.62,0.97,1.03,1.0,1.61,1.57,2.64,2.89,3.78,6.03
b_0,0.03,0.02,0.03,0.04,0.04,0.08,0.54,0.81,0.69,0.63,1.0,1.23,2.08,3.12,3.43,4.39
f_0,0.03,0.02,0.02,0.03,0.03,0.08,0.43,0.49,0.61,0.66,0.83,1.0,1.93,1.32,2.97,3.08
h_0,0.02,0.01,0.01,0.02,0.02,0.03,0.21,0.39,0.33,0.4,0.47,0.49,0.98,0.97,1.86,2.85
a_0,0.01,0.01,0.01,0.02,0.02,,0.29,0.35,0.34,0.34,0.32,0.73,1.01,1.0,1.72,2.3
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.3,0.25,0.27,0.29,0.34,0.57,0.6,1.0,1.34
g_0,,0.01,0.01,0.01,0.01,0.03,0.09,,0.16,0.17,0.22,0.33,0.34,0.41,0.76,1.0
