,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.19,0.17,0.2,0.17,0.1,0.15,0.16,0.15,0.28,0.15,0.15,0.18,0.12,0.04,0.15
f_1,0.35,0.89,0.15,0.16,0.16,0.09,0.14,0.11,0.15,0.16,0.14,0.05,0.16,0.1,0.07,0.1
d_1,0.17,0.21,0.89,0.14,0.12,0.13,0.17,0.16,0.34,0.07,0.18,0.16,0.19,0.14,0.11,0.17
c_1,0.16,0.2,0.16,0.89,0.29,0.1,0.15,0.15,0.05,0.18,0.12,0.14,0.17,0.08,0.12,0.12
b_1,0.19,0.21,0.16,0.15,0.88,0.19,0.14,0.12,0.18,0.18,0.06,0.13,0.16,0.09,0.12,0.11
a_1,0.21,0.18,0.21,0.17,0.12,0.87,0.22,0.13,0.16,0.16,0.19,0.15,0.18,0.06,0.11,0.11
h_1,0.25,0.3,0.24,0.18,0.13,0.12,0.56,0.22,0.22,0.17,0.16,0.2,0.12,0.14,0.11,0.24
g_1,0.22,0.17,0.37,0.17,0.17,0.12,0.18,0.56,0.19,0.18,0.2,0.33,0.2,0.12,0.13,0.08
c_0,0.23,0.29,0.27,0.11,0.15,0.11,0.19,0.16,0.43,0.18,0.33,0.2,0.21,0.16,0.14,0.18
d_0,0.24,0.28,0.09,0.4,0.19,0.12,0.2,0.16,0.13,0.41,0.17,0.17,0.24,0.1,0.13,0.12
b_0,0.25,0.24,0.27,0.21,0.11,0.09,0.2,0.18,0.22,0.21,0.44,0.21,0.22,0.3,0.11,0.18
f_0,0.2,0.16,0.25,0.25,0.18,0.12,0.2,0.18,0.22,0.21,0.2,0.43,0.25,0.14,0.26,0.17
h_0,0.24,0.36,0.26,0.2,0.15,0.09,0.11,0.24,0.16,0.21,0.22,0.15,0.15,0.18,0.14,0.21
a_0,0.26,0.24,0.24,0.19,0.16,0.07,0.26,0.19,0.24,0.23,0.19,0.19,0.24,0.41,0.14,0.21
e_0,0.1,0.32,0.25,0.25,0.18,0.12,0.26,0.18,0.2,0.22,0.18,0.15,0.26,0.1,0.38,0.17
g_0,0.2,0.18,0.41,0.19,0.16,0.13,0.17,0.14,0.21,0.17,0.23,0.27,0.24,0.15,0.12,0.11
