,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,12932.31,6085.98,7522.79,7165.57,17070.88,51428.55,8466642.59,14936829.32,20762732.18,41011838.27,49636245.39,57031967.65,188111414.42,218763450.56,268542272.36,330209808.93
e_1,4626.83,14045.93,7400.92,10370.43,18935.81,60135.97,9241110.79,33903988.32,19571037.91,21030380.92,42135316.89,46536247.87,188584791.58,173334304.81,153519609.83,276093719.52
f_1,5755.16,10055.37,15790.82,8196.99,14509.87,50827.69,8261782.93,20604111.88,18480439.17,22100085.73,32204575.68,44652928.09,165629680.11,184710333.24,137590861.48,237443771.98
c_1,5649.97,6363.27,6530.96,19567.53,29961.02,48903.54,8600656.45,19772270.87,16449693.72,15610507.66,41213891.56,33822823.79,169140471.91,174097745.93,197496747.09,335281092.51
b_1,5774.34,6197.93,6105.01,8794.78,49060.91,102542.63,9531035.97,17785483.75,15932453.01,22473934.74,43973569.23,37613593.55,153387953.33,154873638.25,227785923.69,343209348.03
a_1,6028.59,5897.49,7093.62,7820.0,18408.32,196757.99,8994328.15,22030603.98,22790335.47,27257763.83,49787058.73,50737940.86,195708607.32,141398324.16,250262167.85,300697042.33
h_1,6613.86,6733.14,9835.36,9409.2,16668.07,48351.72,15964230.08,21200698.81,24999169.87,23978871.42,45519993.68,45816732.14,139347652.34,226201494.55,222329628.62,364141792.49
d_0,4988.79,6764.75,7189.26,14108.02,22610.3,57639.37,9375691.08,28708669.91,17831909.57,18023205.03,47988990.24,41863211.02,170695122.41,178508918.31,235682842.66,318290849.37
g_1,8903.99,5981.46,6694.24,8531.71,17460.24,53805.81,8496068.1,20888878.42,42435153.12,25907234.76,68302837.11,50411295.69,183316193.26,253092798.24,300829968.9,285129333.83
c_0,7057.58,7000.49,8465.33,8101.43,13573.1,51848.19,10442754.71,21957840.7,19996656.27,38574170.73,50716144.4,91259588.45,202183151.11,278680766.44,274138270.4,358785335.92
f_0,6796.9,5778.81,6715.56,9457.82,21076.78,65395.48,9525684.06,22377741.12,23087403.35,25459367.6,73432240.02,48024368.8,192142859.66,227223032.31,461512939.88,328333442.06
b_0,6869.85,6887.78,8784.01,10211.98,12742.9,49573.05,9048468.94,22809608.93,20358780.94,25114061.57,50717288.01,77507157.63,200115809.46,402991670.87,289647110.28,349141843.16
h_0,7266.61,7247.57,9594.3,8593.92,16116.01,52743.69,7046583.68,22181019.85,23188140.25,23312922.7,44743271.74,48186763.28,156978410.48,213730876.68,242792430.68,400028707.61
a_0,6894.33,6750.1,8649.24,9297.76,17531.86,37670.84,10669628.16,22536094.47,22128444.74,28568409.73,53646844.7,44462311.06,198550427.37,398629320.51,294024648.47,367492753.07
e_0,7762.11,4520.32,8695.86,8639.95,19631.92,57124.99,10225562.97,20038003.71,20225189.49,26045937.69,48134674.39,47742700.95,204739012.12,243276934.37,447448360.62,366399156.33
g_0,9406.92,5870.91,6993.01,8460.94,18030.74,57423.3,8587485.7,18324207.96,17376755.6,25640252.34,70051417.13,51420010.82,184857615.58,223465645.36,253157624.46,320381393.27
