,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,94.67,58.22,80.22,131.26,153.78,565.42,10280.09,20170.41,37486.59,27087.62,38912.13,45238.11,120638.37,111464.94,139138.06,218097.72
f_1,80.18,101.23,81.19,111.06,145.3,432.21,8215.74,17759.36,23859.79,25332.07,37864.22,32435.67,104199.63,94282.01,102735.82,228923.28
d_1,53.07,61.19,141.63,74.31,101.14,459.59,8746.21,16392.47,15942.2,38392.95,38416.48,38948.06,100413.24,114346.33,157877.93,165090.55
c_1,41.03,47.83,81.18,156.16,182.11,426.53,8206.93,15146.76,16406.32,13927.63,25726.98,37977.52,85257.91,88974.64,162767.62,167890.77
b_1,38.99,45.15,80.58,79.1,196.87,704.62,7071.9,17456.19,16065.2,19762.19,23214.08,34706.11,78769.25,73208.04,123876.27,163465.69
a_1,27.64,33.69,47.48,53.16,59.55,605.0,5060.11,8895.91,11992.65,14806.86,19995.35,23158.26,63029.44,40490.97,82364.26,122539.92
h_1,12.56,18.9,23.08,24.7,31.19,130.85,3251.02,6221.78,4535.04,6054.16,9201.2,10535.97,22053.17,27449.59,40375.63,62466.17
g_1,8.78,12.26,25.28,20.42,21.26,100.07,1591.51,5888.08,3653.64,5217.2,7486.64,11351.44,18562.43,20082.12,37703.67,34714.17
d_0,9.07,11.6,13.75,30.71,30.51,92.22,2082.09,4009.37,5470.22,3733.58,7354.07,7802.11,19424.65,22177.28,30641.54,40812.95
c_0,10.24,13.36,14.83,18.99,21.43,87.91,1936.96,3706.2,4244.86,6248.89,10838.66,7655.11,20912.96,24151.66,33650.42,39144.77
b_0,9.64,11.0,14.37,17.35,17.18,82.01,1578.98,3368.81,3795.63,3632.98,8088.36,5674.55,17708.72,31922.79,23973.5,36580.63
f_0,7.29,8.97,17.07,14.76,21.68,83.03,1552.98,2823.41,3453.91,4668.98,7023.8,9124.23,18706.16,18906.53,44910.5,35220.47
h_0,6.75,9.14,11.49,12.75,17.48,51.96,971.11,2851.76,2902.76,3149.04,4231.23,4873.4,11171.37,10398.53,18027.36,32609.6
a_0,6.81,8.3,11.01,11.13,14.32,52.18,1007.29,2375.21,2280.15,3189.7,3576.83,4356.65,14868.14,19414.5,19861.97,25473.46
e_0,4.69,8.29,9.03,9.39,15.55,57.5,1034.31,1962.08,2180.57,2672.08,4440.75,3601.87,13045.03,10959.73,24470.86,21082.46
g_0,5.28,5.59,12.2,10.42,12.25,48.04,897.29,1802.55,2081.78,2526.49,3710.01,5282.26,9446.95,11395.82,17896.81,18962.44
