,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.24,0.22,0.17,0.24,0.24,0.18,0.45,0.81,0.37,0.51,0.41,0.42,0.58,0.49,0.46,0.11
f_1,0.49,2.32,0.23,0.21,0.18,0.11,0.31,0.49,0.26,0.44,0.42,0.08,0.57,0.32,0.53,0.19
d_1,0.22,0.25,2.36,0.17,0.21,0.18,0.46,0.13,0.33,0.87,0.55,0.5,0.58,0.34,0.56,0.34
c_1,0.2,0.21,0.22,2.37,0.37,0.18,0.4,0.5,0.37,0.1,0.33,0.39,0.6,0.3,0.49,0.41
b_1,0.21,0.2,0.26,0.23,2.48,0.34,0.44,0.43,0.34,0.44,0.11,0.48,0.51,0.25,0.49,0.38
a_1,0.19,0.22,0.24,0.24,0.25,3.01,0.36,0.52,0.33,0.57,0.48,0.54,0.54,0.07,0.35,0.4
h_1,0.34,0.56,0.4,0.35,0.3,0.29,2.88,0.96,0.86,0.65,0.61,0.7,0.43,0.73,1.52,0.68
d_0,0.39,0.42,0.1,0.81,0.36,0.31,0.6,2.18,0.47,0.67,0.86,0.74,1.15,0.55,0.79,0.69
g_1,0.29,0.4,0.65,0.35,0.32,0.17,0.66,0.79,3.27,0.75,0.81,1.29,0.87,0.7,0.45,0.82
c_0,0.37,0.54,0.42,0.22,0.34,0.35,0.84,1.0,0.65,2.24,1.58,0.79,1.11,0.7,0.93,0.63
b_0,0.45,0.46,0.35,0.48,0.13,0.18,0.82,0.92,0.67,0.74,2.62,0.97,1.3,1.66,0.9,0.59
f_0,0.37,0.16,0.51,0.5,0.36,0.25,0.83,0.88,0.8,0.84,0.81,2.5,1.11,0.73,1.3,1.34
h_0,0.45,0.57,0.37,0.49,0.35,0.21,0.29,0.79,0.8,0.69,0.86,0.66,0.31,0.69,0.95,0.78
a_0,0.37,0.48,0.45,0.41,0.27,,0.85,1.05,0.91,0.81,0.74,1.13,1.5,2.9,1.17,0.8
g_0,0.33,0.35,0.71,0.4,0.37,0.25,0.54,0.84,0.28,0.72,0.77,1.31,1.01,0.56,0.51,0.66
e_0,0.12,0.6,0.55,0.51,0.23,0.28,0.69,0.81,0.56,0.96,1.1,0.73,1.07,0.75,0.94,3.01
