,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,9.7,8.75,9.1,6.3,6.31,2.97,3.39,2.63,2.71,2.71,,1.85,2.89,,1.68
e_1,6.83,1.07,10.8,8.59,8.62,7.52,2.97,3.97,2.62,2.76,2.78,3.62,1.88,2.42,,1.33
d_1,10.8,10.39,1.07,10.92,9.64,8.77,3.66,2.3,,2.88,2.76,2.28,2.13,2.49,2.72,1.28
c_1,9.01,8.86,11.43,1.07,12.98,9.96,4.14,3.16,2.02,,2.56,2.72,1.78,,2.5,2.23
b_1,15.08,11.44,11.34,5.83,1.07,11.5,4.99,4.03,3.29,3.58,,2.71,2.67,2.2,2.22,2.72
a_1,18.09,15.85,11.99,11.16,9.17,1.07,7.58,4.87,4.92,4.78,5.39,,3.63,,3.49,3.41
h_1,12.04,17.42,12.14,11.41,13.32,9.91,1.41,6.35,3.71,3.53,3.53,4.05,,3.47,3.28,3.78
g_1,18.53,16.19,18.29,19.83,13.0,13.13,3.96,1.41,4.8,4.76,4.23,4.97,3.14,4.49,4.83,
d_0,12.37,10.18,,14.28,17.1,11.11,5.34,5.95,1.72,5.18,4.56,3.8,2.41,3.56,2.71,3.52
c_0,14.35,16.38,8.8,,14.51,16.41,8.3,5.21,4.4,1.7,5.36,4.13,4.22,4.15,,3.39
b_0,15.66,15.41,19.62,24.48,,15.76,5.86,6.84,4.68,2.66,1.74,4.95,3.86,7.17,4.21,3.2
f_0,,14.39,17.9,18.07,18.24,,6.43,5.01,4.97,5.61,4.59,1.74,4.22,4.28,5.95,3.3
h_0,17.78,16.1,16.16,16.44,13.99,13.06,,5.03,7.02,4.16,4.32,3.85,,3.81,3.88,3.75
a_0,21.95,22.42,24.82,,23.25,,7.57,8.64,7.75,8.38,3.44,5.42,5.27,1.72,3.9,3.26
e_0,,,19.16,24.68,21.5,20.37,7.28,6.55,9.22,,6.52,3.5,5.92,6.49,1.76,
g_0,19.48,38.86,26.91,20.36,19.43,17.48,5.11,,5.71,7.11,5.31,6.92,3.28,5.47,,
