,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.08,2.15,2.04,2.28,2.3,1.98,0.44,0.71,0.49,0.41,0.39,0.59,0.26,0.43,0.41,0.35
e_1,1.55,1.09,2.4,2.72,2.13,2.29,0.71,0.67,0.53,0.47,0.51,0.71,0.36,0.46,0.59,0.38
d_1,2.75,2.95,1.08,2.46,2.71,2.21,0.68,0.47,0.73,0.51,0.49,0.52,0.34,0.49,0.49,0.24
c_1,2.96,2.21,3.52,1.1,2.61,2.51,0.87,0.82,0.34,0.74,0.57,0.5,0.42,0.56,0.56,0.37
b_1,3.78,2.92,3.35,1.73,1.1,2.9,0.98,1.03,0.65,0.93,1.09,0.64,0.49,0.67,0.68,0.48
a_1,5.42,4.71,5.01,4.4,2.35,1.12,1.29,1.23,1.09,0.89,1.17,0.94,0.73,1.35,0.93,0.86
h_1,9.03,9.6,7.94,8.93,8.33,7.79,1.52,2.4,2.03,1.66,1.67,1.69,1.69,1.66,1.54,1.33
g_1,11.7,11.86,10.19,12.01,10.79,11.78,2.5,1.54,2.46,2.24,2.14,2.1,1.3,2.08,1.93,1.69
d_0,11.46,7.39,16.19,14.76,12.96,11.03,4.52,4.36,1.82,2.3,2.47,2.78,1.94,2.28,2.82,2.24
c_0,13.62,13.03,7.86,19.15,13.27,9.89,3.97,3.75,4.27,1.87,2.65,2.61,1.94,2.85,2.53,1.72
b_0,13.67,13.46,11.59,18.23,17.23,13.73,4.06,4.42,2.92,1.7,1.85,2.6,1.93,2.77,2.48,1.91
f_0,17.97,15.05,13.31,14.91,15.16,14.68,4.03,2.83,3.12,2.91,2.75,1.79,2.18,3.05,2.34,1.41
h_0,18.14,16.99,15.72,17.8,18.74,13.93,6.27,4.62,3.8,3.56,3.46,3.54,2.83,3.74,3.24,2.38
a_0,18.67,19.51,17.11,21.77,31.89,22.19,5.24,6.16,3.75,3.28,2.27,3.77,3.07,1.96,4.19,2.78
e_0,27.14,24.26,20.77,20.31,17.02,18.89,6.4,4.56,4.7,4.05,3.92,2.43,3.2,4.05,2.02,2.8
g_0,23.92,22.9,20.38,24.21,25.45,18.52,5.43,7.89,5.36,4.13,4.13,4.95,2.8,4.62,4.61,3.42
