,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.18,0.91,1.09,0.7,0.73,0.92,0.61,0.67,0.61,0.71,0.59,0.55,0.61,0.55
f_1,1.41,1.0,0.89,0.95,0.91,0.91,0.52,0.65,0.66,0.55,0.65,0.59,0.59,0.44,0.41,0.57
c_1,0.85,1.13,1.0,1.0,1.26,0.91,0.79,0.44,0.72,0.61,0.5,0.65,0.57,0.6,0.49,0.5
d_1,1.1,1.05,1.0,1.0,0.97,0.77,0.71,0.71,0.56,0.91,0.67,0.6,0.56,0.67,0.56,0.45
b_1,0.92,1.1,0.8,1.03,1.0,1.29,0.7,0.68,0.75,0.83,0.9,0.68,0.72,0.61,0.64,0.76
a_1,1.44,1.09,1.1,1.29,0.77,1.0,1.03,0.9,0.86,0.78,0.84,0.64,0.77,,0.64,0.59
h_1,1.35,1.96,1.31,1.34,1.43,0.94,1.0,1.0,1.31,0.78,0.87,0.92,0.83,0.92,0.87,0.86
d_0,1.08,1.55,2.34,1.63,1.47,1.12,0.97,1.0,1.25,0.85,1.03,0.83,0.83,0.84,0.97,1.01
g_1,1.56,1.54,1.39,1.87,1.31,1.12,0.78,0.82,1.0,1.02,1.03,1.09,0.83,0.72,0.97,1.24
c_0,1.39,1.94,1.67,1.14,1.27,1.28,1.29,1.21,1.04,1.01,1.51,1.05,0.98,0.89,1.15,1.09
b_0,1.51,1.62,2.01,1.43,1.01,1.21,1.13,1.06,1.06,0.7,1.0,0.98,0.98,1.25,1.0,0.98
f_0,1.4,1.53,1.56,1.71,1.38,1.56,1.1,1.16,0.91,1.03,0.95,1.0,1.01,0.95,1.33,0.72
h_0,1.69,1.84,1.79,1.72,1.38,1.35,1.15,1.22,1.19,1.05,1.02,1.01,1.0,1.05,0.89,1.16
a_0,1.74,2.29,1.68,1.47,1.6,,1.12,1.13,1.41,1.09,0.81,1.05,0.93,1.0,1.01,0.79
e_0,1.73,2.44,1.9,1.83,1.54,1.52,1.16,1.03,1.11,0.76,1.05,0.71,1.19,0.87,1.0,0.82
g_0,1.67,1.75,2.1,2.18,1.31,1.62,1.14,1.03,,1.0,1.06,1.41,0.84,1.23,1.17,1.0
