,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.18,2.68,3.13,3.12,3.16,1.3,1.29,1.4,0.97,0.92,1.02,0.77,0.79,1.54,0.6
f_1,3.81,1.07,3.01,3.22,3.17,2.47,0.92,1.14,1.01,0.82,0.99,1.64,0.53,0.85,0.66,0.94
d_1,4.63,4.15,1.07,3.16,2.97,2.57,1.35,0.81,2.34,1.19,1.01,0.95,1.02,0.79,0.9,0.59
c_1,3.27,3.84,4.82,1.07,3.42,2.99,1.42,1.19,0.65,1.77,1.08,1.12,0.8,1.01,1.02,0.73
b_1,4.02,3.93,4.65,2.54,1.07,4.47,1.57,1.9,1.07,1.41,1.62,1.03,0.84,1.07,1.02,0.81
a_1,4.98,6.4,5.94,7.42,3.25,1.07,2.04,1.99,1.59,2.13,1.8,1.72,1.64,2.23,1.07,1.33
h_1,6.98,8.5,6.42,6.7,7.26,5.47,1.37,2.69,1.83,1.78,1.96,2.22,2.55,2.1,1.74,1.81
g_1,8.84,10.41,10.25,9.22,7.35,7.06,2.83,1.37,2.18,2.1,1.98,2.24,1.49,1.97,2.49,2.17
d_0,4.68,8.72,17.02,12.36,9.21,8.02,4.23,3.82,1.64,2.38,2.69,2.53,1.86,3.82,2.18,1.86
c_0,9.16,10.63,5.12,22.81,10.13,7.16,3.84,3.56,3.39,1.65,3.34,2.78,2.27,2.57,2.4,2.21
b_0,9.83,9.31,8.78,10.93,18.7,9.14,3.89,4.2,2.93,1.69,1.62,2.3,2.24,3.44,2.17,2.22
f_0,10.27,19.45,9.58,8.22,10.68,6.31,3.72,2.88,3.38,2.89,3.39,1.59,2.59,2.85,3.22,1.68
h_0,11.04,13.21,10.7,13.58,12.68,8.2,8.0,5.21,3.67,2.89,3.12,2.78,4.22,2.91,2.27,3.13
a_0,13.63,13.52,10.74,13.18,16.17,,4.55,4.92,3.44,3.28,1.82,4.11,3.27,1.65,3.65,2.27
e_0,20.41,20.82,12.12,11.33,11.2,14.43,5.13,4.77,4.4,3.47,4.3,2.43,3.35,2.82,1.71,2.75
g_0,15.69,11.63,15.95,15.64,15.3,10.24,4.63,9.23,4.57,4.21,4.33,4.01,2.43,3.85,3.72,4.48
