,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.42,0.33,0.46,0.33,0.22,0.35,0.34,0.3,0.56,0.36,0.34,0.35,0.26,0.19,0.3
f_1,0.65,0.91,0.37,0.39,0.31,0.19,0.36,0.27,0.29,0.38,0.33,0.19,0.33,0.24,0.17,0.26
d_1,0.41,0.46,0.92,0.27,0.34,0.27,0.38,0.3,0.63,0.26,0.43,0.29,0.38,0.26,0.25,0.31
c_1,0.38,0.42,0.38,0.91,0.61,0.23,0.31,0.27,0.22,0.32,0.21,0.31,0.31,0.21,0.24,0.3
b_1,0.4,0.41,0.4,0.35,0.9,0.48,0.35,0.28,0.35,0.33,0.24,0.3,0.35,0.17,0.22,0.3
a_1,0.41,0.48,0.45,0.35,0.29,0.89,0.41,0.3,0.4,0.38,0.35,0.33,0.36,0.21,0.22,0.34
h_1,0.46,0.56,0.43,0.4,0.33,0.25,0.67,0.43,0.34,0.36,0.37,0.32,0.29,0.26,0.19,0.37
g_1,0.37,0.4,0.62,0.38,0.37,0.25,0.39,0.65,0.42,0.33,0.36,0.48,0.4,0.25,0.27,0.29
c_0,0.47,0.52,0.45,0.34,0.26,0.27,0.44,0.3,0.58,0.38,0.68,0.32,0.38,0.36,0.24,0.33
d_0,0.49,0.44,0.31,0.66,0.38,0.2,0.39,0.32,0.25,0.54,0.36,0.33,0.36,0.26,0.24,0.32
b_0,0.45,0.46,0.5,0.34,0.29,0.24,0.43,0.41,0.43,0.38,0.57,0.36,0.39,0.53,0.23,0.3
f_0,0.39,0.4,0.48,0.42,0.37,0.31,0.39,0.39,0.4,0.38,0.41,0.49,0.41,0.28,0.42,0.29
h_0,0.45,0.58,0.48,0.4,0.29,0.24,0.31,0.38,0.38,0.36,0.4,0.31,0.3,0.24,0.24,0.42
a_0,0.49,0.46,0.47,0.37,0.42,0.19,0.4,0.4,0.39,0.36,0.38,0.32,0.4,0.48,0.24,0.33
e_0,0.36,0.46,0.43,0.45,0.38,0.26,0.44,0.37,0.4,0.44,0.4,0.37,0.39,0.22,0.45,0.33
g_0,0.41,0.42,0.6,0.44,0.38,0.26,0.34,0.29,0.38,0.34,0.39,0.46,0.32,0.28,0.25,0.23
