,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.52,1.4,1.34,1.29,1.09,0.45,0.44,0.51,0.41,0.41,0.44,0.25,0.36,0.37,0.33
e_1,1.18,1.04,1.66,1.47,1.59,1.39,0.58,0.58,0.58,0.46,0.43,0.53,0.32,0.4,0.5,0.36
c_1,1.7,1.37,1.05,1.75,1.72,1.38,0.62,0.33,0.54,0.51,0.42,0.42,0.4,0.41,0.34,0.34
d_1,1.93,1.81,1.63,1.05,1.51,1.3,0.6,0.58,0.45,0.54,0.51,0.45,0.35,0.45,0.37,0.26
b_1,2.04,1.89,1.25,1.96,1.05,1.94,0.75,0.53,0.62,0.63,0.64,0.5,0.45,0.44,0.43,0.37
a_1,3.1,2.44,2.4,2.37,1.4,1.05,1.0,0.76,0.91,0.82,0.91,0.69,0.59,0.76,0.6,0.54
h_1,4.46,4.2,4.47,4.12,3.87,3.16,1.25,1.39,1.47,1.22,1.22,1.07,1.06,1.12,1.12,0.99
d_0,4.92,3.57,6.54,5.61,5.33,4.59,1.97,1.37,2.18,1.42,1.51,1.39,1.32,1.45,1.58,1.13
g_1,5.94,5.04,5.54,5.55,5.0,4.03,1.83,1.52,1.28,1.56,1.51,1.44,1.0,1.48,1.17,1.31
c_0,5.72,5.54,7.25,3.68,5.25,4.56,2.04,2.09,1.82,1.36,1.9,1.67,1.5,1.63,1.36,1.17
b_0,5.96,5.71,7.11,4.7,6.34,4.34,2.13,1.77,1.96,1.07,1.35,1.61,1.39,2.01,1.47,1.2
f_0,7.58,5.9,6.64,6.72,5.8,5.42,2.56,1.99,1.69,1.91,1.73,1.4,1.55,1.91,2.09,1.0
h_0,8.63,7.28,6.55,6.8,6.26,6.01,3.01,2.04,2.54,1.92,2.0,1.71,1.92,1.69,1.67,1.55
a_0,7.53,7.56,8.1,7.07,7.7,6.64,2.63,2.11,2.34,1.74,1.31,1.75,1.81,1.42,1.7,1.64
e_0,8.97,8.3,9.82,8.46,7.91,6.0,2.81,2.11,2.67,2.29,2.23,1.27,1.86,2.23,1.52,1.38
g_0,8.21,8.48,8.52,8.97,8.05,6.58,2.61,2.65,3.12,2.58,2.62,2.61,1.74,2.19,2.25,1.99
