,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.5,2.88,3.23,3.28,2.54,0.94,1.21,0.83,0.86,1.03,1.58,0.57,0.68,0.8,0.66
e_1,2.08,1.07,3.46,3.52,3.14,3.1,1.21,1.73,1.24,0.94,0.87,1.16,0.8,0.9,1.47,0.74
d_1,3.99,3.88,1.07,3.41,3.23,2.53,1.4,0.8,2.28,1.19,0.91,0.95,0.79,1.01,1.01,0.56
c_1,3.91,3.36,3.87,1.07,3.75,2.82,1.4,1.3,0.69,1.91,0.98,0.76,0.9,0.98,0.83,0.7
b_1,4.03,4.15,4.23,2.4,1.07,4.82,1.71,1.1,1.2,1.46,3.21,1.15,0.84,0.87,1.0,0.96
a_1,6.28,4.92,6.09,6.13,2.95,1.07,2.38,2.93,1.56,1.58,1.71,1.9,1.1,2.29,1.41,1.32
h_1,8.79,6.94,7.05,7.24,6.75,5.55,1.37,2.69,2.17,2.22,2.52,1.86,2.9,1.7,1.67,1.89
g_1,9.93,8.84,9.99,7.89,9.58,6.57,2.75,1.38,2.53,2.13,2.45,2.61,1.72,2.44,1.93,2.24
d_0,11.0,5.26,13.27,10.55,8.79,7.23,3.77,3.53,1.68,2.23,2.83,2.32,2.3,2.23,2.28,2.24
c_0,9.32,9.87,5.38,22.46,9.08,8.26,3.29,3.98,3.97,1.65,3.56,2.55,2.65,2.77,1.83,2.13
b_0,8.92,9.95,8.03,11.29,13.5,8.1,3.31,3.19,3.38,1.57,1.59,2.41,2.31,2.83,2.22,1.86
f_0,25.87,10.18,10.23,12.16,9.01,8.08,3.74,2.57,2.79,3.27,3.19,1.64,2.47,3.02,2.94,1.53
h_0,12.56,12.61,10.98,10.96,10.49,9.9,6.58,5.08,3.99,2.81,3.74,3.42,4.26,2.91,2.89,2.53
a_0,17.31,11.97,11.94,13.96,14.14,15.78,6.09,4.99,3.53,2.99,2.06,2.99,3.4,1.71,3.3,3.0
e_0,18.44,23.19,10.75,13.95,13.44,11.07,4.94,4.85,4.1,4.04,4.55,2.18,3.15,2.83,1.67,2.48
g_0,17.76,14.14,14.89,16.42,14.4,11.53,4.41,8.99,4.1,3.8,4.39,3.63,2.77,3.16,3.81,4.46
