,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,0.98,1.06,0.98,0.82,0.75,0.74,1.01,0.67,0.74,0.67,0.61,0.61,0.55,0.63
f_1,1.45,1.0,0.93,0.94,0.86,0.69,0.63,0.6,0.65,0.5,0.61,0.56,0.5,0.53,0.39,0.58
d_1,1.02,1.08,1.0,1.0,0.98,0.98,0.7,0.5,0.61,1.07,0.56,0.64,0.6,0.5,0.59,0.41
c_1,0.95,1.06,1.0,1.0,1.34,0.85,0.83,0.68,0.52,0.58,0.6,0.61,0.63,0.72,0.56,0.55
b_1,1.02,1.17,1.02,0.75,1.0,1.35,0.72,0.91,0.62,0.82,0.74,0.59,0.6,0.56,0.6,0.58
a_1,1.22,1.45,1.02,1.18,0.74,1.0,0.76,0.76,0.81,0.72,0.79,0.87,0.96,1.12,0.61,0.78
h_1,1.25,1.65,1.43,1.22,1.32,1.32,1.0,1.23,0.82,0.81,0.88,0.78,0.7,0.72,0.76,0.82
g_1,1.33,1.61,1.9,1.5,1.13,1.23,0.82,1.0,0.82,0.82,1.12,0.99,0.79,0.85,0.69,0.8
d_0,0.95,1.57,1.41,2.22,1.49,1.26,1.22,1.21,1.0,0.74,1.03,1.08,0.88,0.95,0.9,0.88
c_0,1.54,1.98,1.0,1.93,1.29,1.39,1.22,1.25,1.3,1.0,1.04,1.69,1.03,0.96,1.04,0.98
f_0,1.4,1.67,1.78,1.76,1.34,1.28,1.16,0.84,0.98,0.97,1.0,1.04,1.06,0.82,1.67,0.71
b_0,1.47,1.86,1.47,1.68,1.79,1.13,1.24,1.04,0.97,0.56,1.09,1.0,0.89,1.46,0.94,1.02
h_0,1.57,2.02,1.72,1.66,1.61,0.98,1.38,1.26,1.12,0.93,0.86,1.08,1.0,0.77,1.0,1.03
a_0,1.59,1.82,2.02,1.57,1.75,,1.5,1.2,1.11,1.04,1.37,0.73,1.33,1.0,1.5,1.16
e_0,1.75,2.67,1.68,1.79,1.65,1.5,1.42,1.44,1.09,1.0,0.59,1.03,0.93,0.66,1.0,1.02
g_0,1.6,1.68,2.36,1.78,1.77,1.38,1.23,1.29,1.17,0.99,1.34,0.95,0.94,0.84,1.0,1.0
