,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.16,0.21,0.18,0.15,0.12,0.16,0.27,0.15,0.17,0.22,0.21,0.21,0.19,,0.19
f_1,0.24,1.5,0.14,0.19,0.19,0.15,0.17,0.22,0.18,0.19,0.21,,0.18,0.21,0.11,0.22
c_1,0.13,0.23,1.53,0.16,0.26,0.13,0.19,0.19,0.19,,0.16,0.19,0.22,0.19,0.17,0.19
d_1,0.15,0.15,0.11,1.53,0.16,0.12,0.19,,0.19,0.38,0.17,0.24,0.23,0.2,0.14,0.18
b_1,0.19,0.14,0.16,0.17,1.59,0.26,0.19,0.21,0.19,0.2,,0.18,0.24,0.15,0.2,0.21
a_1,0.19,0.16,0.23,0.15,0.13,1.74,0.21,0.26,0.19,0.18,0.26,0.2,0.26,,0.19,0.22
h_1,0.38,0.57,0.43,0.4,0.35,0.37,1.67,0.36,0.51,0.41,0.44,0.27,,0.39,0.42,0.67
d_0,0.5,0.42,0.69,,0.44,0.31,0.78,1.44,0.37,0.43,0.6,0.54,0.71,0.27,0.44,0.37
g_1,0.5,0.43,0.33,0.47,0.32,0.33,0.4,0.54,1.75,0.47,0.51,0.56,0.4,0.38,0.45,
c_0,0.64,0.53,,0.37,0.37,0.5,0.6,0.62,0.46,1.44,0.67,0.49,0.55,0.53,0.38,0.54
b_0,0.5,0.38,0.51,0.61,,0.25,0.58,0.61,0.42,0.48,1.48,0.69,0.47,0.64,0.53,0.52
f_0,0.43,,0.42,0.36,0.52,0.4,0.7,0.62,0.58,0.62,0.42,1.48,0.63,0.64,0.77,0.52
h_0,0.6,0.87,0.57,0.61,0.52,0.33,,0.59,0.86,0.8,0.76,0.64,,0.48,0.54,0.83
a_0,0.58,0.36,0.44,0.56,0.48,,0.41,0.8,0.44,0.68,0.46,0.38,0.74,1.56,,0.74
e_0,,0.56,0.58,0.52,0.33,0.46,0.75,0.58,0.43,0.61,0.53,0.47,0.78,,1.61,0.66
g_0,0.51,0.6,0.66,0.78,0.5,0.37,0.45,0.78,,0.65,0.9,0.9,0.98,0.54,0.62,
