,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10241.28,2315.14,1393.6,1872.72,2925.47,13193.09,1631702.52,2634873.31,3373313.96,4474208.25,10029161.84,3879521.76,37548230.49,39035607.3,37473584.63,94783964.44
e_1,1197.22,11509.82,2117.45,1275.78,2994.5,14249.49,1683205.17,5606013.26,4898826.61,6238796.4,9920760.09,13797788.09,36000121.74,33504123.58,10997715.66,95721292.47
c_1,928.86,1047.72,17541.79,1776.47,5689.13,20377.5,1832246.9,2946350.42,3852627.32,864799.46,6902102.23,15092798.4,33330550.89,49438185.7,47302117.89,96653388.16
d_1,1142.83,985.63,1250.15,20558.94,2478.47,11701.17,2012101.0,864419.44,4914345.11,13551379.19,13790035.19,14345398.38,41389820.24,50111846.01,52055681.47,97173910.24
b_1,978.97,1068.1,1799.92,1662.14,35272.53,33115.41,2034141.43,3014914.44,3836704.94,5558364.2,1890118.37,18960158.96,35127368.04,31071937.88,57427325.02,69411286.93
a_1,1178.59,1247.7,1736.52,1943.9,2465.89,291131.08,1478587.61,3278037.74,5528837.42,5494870.64,8081760.89,17114730.33,44089275.74,9489805.23,29231849.63,86949760.37
h_1,2943.42,1987.75,2888.65,3878.15,3458.37,19978.27,12169142.61,4304669.4,10126612.14,8980420.44,15228350.69,20754552.17,21184003.54,74310120.03,82713497.98,197435443.11
d_0,2149.09,1991.86,5738.46,970.64,4880.26,27467.89,3079291.5,13272826.95,6677803.27,9489782.82,22523107.14,18548888.94,50173003.98,76794815.82,62251139.18,173812821.07
g_1,1640.56,1677.77,2722.59,5923.68,4141.72,20106.94,2289198.39,5144147.83,39602552.98,10354725.85,16418987.22,43975207.81,40760558.6,56399978.1,92961455.71,88587660.32
c_0,2509.64,1473.16,1479.6,3626.12,3949.14,25805.27,3263740.81,7450665.28,9467578.65,34124727.47,44817614.36,27973526.84,89483330.25,90253522.65,80515796.34,162513242.59
b_0,2201.84,2260.07,2945.22,3803.28,1097.76,15801.05,3138149.59,5971169.13,8449326.49,17839391.81,65299480.63,27230268.88,84435222.87,170042868.77,82266139.74,183710622.06
f_0,647.97,1976.33,3696.27,4295.82,4879.73,30557.52,2688546.89,5427634.05,9081771.12,9999841.87,15075284.67,93614376.95,73103802.41,95589586.65,183671677.99,237880770.15
h_0,2474.2,1863.35,2621.91,4308.1,5004.22,25689.03,1107177.69,4376026.08,10154415.8,11373694.02,16446584.01,27301490.16,23904861.06,68454838.29,89220206.75,245965988.79
a_0,2313.3,2464.4,3405.39,4497.45,3634.76,,3610627.19,4637976.96,9991491.47,10169076.55,15576713.27,27422206.26,61687206.02,317130262.48,116737555.62,164434993.02
e_0,2013.89,445.74,3511.14,4080.66,6961.49,18393.83,3300471.49,5616525.83,9945055.82,12745664.42,22311292.79,26585806.19,74702351.61,88693751.47,350653650.9,236259460.77
g_0,1914.19,1509.45,3518.22,5295.45,4875.59,26027.73,2488877.26,3589203.66,3127221.99,8464904.46,13393769.81,41799522.87,75585235.36,71926178.97,83292203.11,85179354.74
